Document Class (determined),Coverage Start,Coverage End,Coverage Days,New Filename,Folder,Original Filename,MiEnviro Category,MiEnviro Document Class (prior),Class Changed,MiEnviro DocDate,Document Mgmt ID,MiEnviro Original Name,MiEnviro Deep Link,Pages,Text Source,Determination Basis,Confidence,Adjudicated by Claude,SHA256,Bytes
Biosolids / Land Application,2018-05-08,2018-05-08,1,2018-05-08 to 2018-05-08 0263_2018-05-08_IMG_0014-cas.pdf,Biosolids - Land Application,0263_2018-05-08_IMG_0014-cas.pdf,NPDES Biosolids Evaluation,Biosolids / Land Application,,2018-05-08,3366351575304018828,IMG_0014-cas.JPG,https://mienviro.michigan.gov/ncore/downloadpdf/3366351575304018828,1,OCR (tesseract),Biosolids land application site photo attached to hauling submittal,medium,,7039373977982011fceabc69090f4db9fc260760b6cf564afe303de2131eb3e4,130640
Biosolids / Land Application,2018-05-08,2018-05-08,1,2018-05-08 to 2018-05-08 0264_2018-05-08_IMG_0015-cas.pdf,Biosolids - Land Application,0264_2018-05-08_IMG_0015-cas.pdf,NPDES Biosolids Evaluation,Biosolids / Land Application,,2018-05-08,4102871430425855324,IMG_0015-cas.JPG,https://mienviro.michigan.gov/ncore/downloadpdf/4102871430425855324,1,OCR (tesseract),Biosolids land application site photo attached to hauling submittal,medium,,c4a32eb138676ca87d428dad49b64c212467ecf338034770f695da62ab10cb14,141166
Biosolids / Land Application,2018-05-08,2018-05-08,1,2018-05-08 to 2018-05-08 0265_2018-05-08_IMG_0016-cas.pdf,Biosolids - Land Application,0265_2018-05-08_IMG_0016-cas.pdf,NPDES Biosolids Evaluation,Biosolids / Land Application,,2018-05-08,1705061446773818631,IMG_0016-cas.JPG,https://mienviro.michigan.gov/ncore/downloadpdf/1705061446773818631,1,OCR (tesseract),Biosolids land application site photo attached to hauling submittal,medium,,e0e5e6de55a61365e5674437e947d79ebed418b5adc88b3e770b037c1935053b,151263
Biosolids / Land Application,2018-05-08,2018-05-08,1,2018-05-08 to 2018-05-08 0266_2018-05-08_IMG_0017-cas.pdf,Biosolids - Land Application,0266_2018-05-08_IMG_0017-cas.pdf,NPDES Biosolids Evaluation,Biosolids / Land Application,,2018-05-08,8003210494888166808,IMG_0017-cas.JPG,https://mienviro.michigan.gov/ncore/downloadpdf/8003210494888166808,1,OCR (tesseract),Biosolids land application site photo attached to hauling submittal,medium,,7ff390a44b10263f6bb43fbd6b465059562f0f13a2dd09ef94452085a30e25ce,162928
Biosolids / Land Application,2018-05-08,2018-05-08,1,2018-05-08 to 2018-05-08 0267_2018-05-08_IMG_0018-cas.pdf,Biosolids - Land Application,0267_2018-05-08_IMG_0018-cas.pdf,NPDES Biosolids Evaluation,Biosolids / Land Application,,2018-05-08,-5904639892816440015,IMG_0018-cas.JPG,https://mienviro.michigan.gov/ncore/downloadpdf/-5904639892816440015,1,OCR (tesseract),Biosolids land application site photo attached to hauling submittal,medium,,3d5c442b4d351fb2a75f5fce80517f4349dd7dbcc8a36e0aac85087b3b53401c,168866
Biosolids / Land Application,2018-05-08,2018-05-08,1,2018-05-08 to 2018-05-08 0268_2018-05-08_IMG_0019-cas.pdf,Biosolids - Land Application,0268_2018-05-08_IMG_0019-cas.pdf,NPDES Biosolids Evaluation,Biosolids / Land Application,,2018-05-08,8660571482855999230,IMG_0019-cas.JPG,https://mienviro.michigan.gov/ncore/downloadpdf/8660571482855999230,1,OCR (tesseract),Biosolids land application site photo attached to hauling submittal,medium,,88b562bd4225b9a5ebcaee890b6d2c248cca77759cc940e27f391d821f0bda0a,167561
Biosolids / Land Application,2018-05-08,2018-05-08,1,2018-05-08 to 2018-05-08 0269_2018-05-08_IMG_0020-cas.pdf,Biosolids - Land Application,0269_2018-05-08_IMG_0020-cas.pdf,NPDES Biosolids Evaluation,Biosolids / Land Application,,2018-05-08,1584946013011353055,IMG_0020-cas.JPG,https://mienviro.michigan.gov/ncore/downloadpdf/1584946013011353055,1,OCR (tesseract),Biosolids land application site photo attached to hauling submittal,medium,,53bcdf4f7cc59b5e782ef4996d7cbcacfa07639ebd3070db044b5a78bfcff542,149428
Biosolids / Land Application,2018-05-08,2018-05-08,1,2018-05-08 to 2018-05-08 0270_2018-05-08_IMG_0021-cas.pdf,Biosolids - Land Application,0270_2018-05-08_IMG_0021-cas.pdf,NPDES Biosolids Evaluation,Biosolids / Land Application,,2018-05-08,-4086204810433318992,IMG_0021-cas.JPG,https://mienviro.michigan.gov/ncore/downloadpdf/-4086204810433318992,1,OCR (tesseract),Biosolids land application site photo attached to hauling submittal,medium,,0effa35abae80417b7c0e35550460686d184f0b0e193902bc7993579e19905ca,150805
Biosolids / Land Application,2018-05-08,2018-05-08,1,2018-05-08 to 2018-05-08 0271_2018-05-08_IMG_0022-cas.pdf,Biosolids - Land Application,0271_2018-05-08_IMG_0022-cas.pdf,NPDES Biosolids Evaluation,Biosolids / Land Application,,2018-05-08,842608613722601915,IMG_0022-cas.JPG,https://mienviro.michigan.gov/ncore/downloadpdf/842608613722601915,1,OCR (tesseract),Biosolids land application site photo attached to hauling submittal,medium,,602c5ea5d79989262961e35a584f1e363498c8396312254ab81767ca86dc97b8,163357
Biosolids / Land Application,2018-05-08,2018-05-08,1,2018-05-08 to 2018-05-08 0272_2018-05-08_IMG_0023-cas.pdf,Biosolids - Land Application,0272_2018-05-08_IMG_0023-cas.pdf,NPDES Biosolids Evaluation,Biosolids / Land Application,,2018-05-08,6450893892153400972,IMG_0023-cas.JPG,https://mienviro.michigan.gov/ncore/downloadpdf/6450893892153400972,1,OCR (tesseract),Biosolids land application site photo attached to hauling submittal,medium,,58ea9a7d065a816dc9d2127c4945e74c1e24ca854930019b3abe290c7d08bf62,168700
Biosolids / Land Application,2018-05-08,2018-05-08,1,2018-05-08 to 2018-05-08 0273_2018-05-08_IMG_0024-cas.pdf,Biosolids - Land Application,0273_2018-05-08_IMG_0024-cas.pdf,NPDES Biosolids Evaluation,Biosolids / Land Application,,2018-05-08,-2399497788243427344,IMG_0024-cas.JPG,https://mienviro.michigan.gov/ncore/downloadpdf/-2399497788243427344,1,OCR (tesseract),Biosolids land application site photo attached to hauling submittal,medium,,6c4973121529ec08bfc32f4a3e52ef4d232928d26b91744e0436088f3dbbc249,143913
Biosolids / Land Application,2018-05-08,2018-05-08,1,2018-05-08 to 2018-05-08 0274_2018-05-08_IMG_0025-cas.pdf,Biosolids - Land Application,0274_2018-05-08_IMG_0025-cas.pdf,NPDES Biosolids Evaluation,Biosolids / Land Application,,2018-05-08,-5444929977877672875,IMG_0025-cas.JPG,https://mienviro.michigan.gov/ncore/downloadpdf/-5444929977877672875,1,OCR (tesseract),Biosolids land application site photo attached to hauling submittal,medium,,81f649f9dce143aad36896b7c657f458e276ee37251ea47f9aa2a230629237c4,101118
Biosolids / Land Application,2018-05-08,2018-05-08,1,2018-05-08 to 2018-05-08 0275_2018-05-08_IMG_0026-cas.pdf,Biosolids - Land Application,0275_2018-05-08_IMG_0026-cas.pdf,NPDES Biosolids Evaluation,Biosolids / Land Application,,2018-05-08,7088981037234495432,IMG_0026-cas.JPG,https://mienviro.michigan.gov/ncore/downloadpdf/7088981037234495432,1,OCR (tesseract),Biosolids land application site photo attached to hauling submittal,medium,,2905eba4031b43853a26bbfc354c83759cf9281988e20908194086640e9be921,101265
Biosolids / Land Application,2018-05-08,2018-05-08,1,2018-05-08 to 2018-05-08 0276_2018-05-08_IMG_0027-cas.pdf,Biosolids - Land Application,0276_2018-05-08_IMG_0027-cas.pdf,NPDES Biosolids Evaluation,Biosolids / Land Application,,2018-05-08,-28324926175105492,IMG_0027-cas.JPG,https://mienviro.michigan.gov/ncore/downloadpdf/-28324926175105492,1,OCR (tesseract),Biosolids land application site photo attached to hauling submittal,medium,,8184921bbfa0cff3549fa3e8fdbfcbbfe3aaffeb59d23e6cbe926265fad2e6de,139056
Biosolids / Land Application,2018-05-08,2018-05-08,1,2018-05-08 to 2018-05-08 0277_2018-05-08_IMG_0028-cas.pdf,Biosolids - Land Application,0277_2018-05-08_IMG_0028-cas.pdf,NPDES Biosolids Evaluation,Biosolids / Land Application,,2018-05-08,6747494849719470224,IMG_0028-cas.JPG,https://mienviro.michigan.gov/ncore/downloadpdf/6747494849719470224,1,OCR (tesseract),Biosolids land application site photo attached to hauling submittal,medium,,24afeab00ed248837d21e7c50f0456fde64bd69933f9ffccdfd0992573f241b2,129848
Biosolids / Land Application,2018-05-08,2018-05-08,1,2018-05-08 to 2018-05-08 0278_2018-05-08_IMG_0029-cas.pdf,Biosolids - Land Application,0278_2018-05-08_IMG_0029-cas.pdf,NPDES Biosolids Evaluation,Biosolids / Land Application,,2018-05-08,-3373831412953128423,IMG_0029-cas.JPG,https://mienviro.michigan.gov/ncore/downloadpdf/-3373831412953128423,1,OCR (tesseract),Biosolids land application site photo attached to hauling submittal,medium,,6112fd434938986f5bd2b57430ac4a726ebba9697173c7b6241c12d7949412b8,129652
Biosolids / Land Application,2018-05-08,2018-05-08,1,2018-05-08 to 2018-05-08 0279_2018-05-08_IMG_0030-cas.pdf,Biosolids - Land Application,0279_2018-05-08_IMG_0030-cas.pdf,NPDES Biosolids Evaluation,Biosolids / Land Application,,2018-05-08,3535436455339375991,IMG_0030-cas.JPG,https://mienviro.michigan.gov/ncore/downloadpdf/3535436455339375991,1,OCR (tesseract),Biosolids land application site photo attached to hauling submittal,medium,,2f87110fbb10899191d333f936dfc79d7e40ab7247e648a6e11c787ddd482269,147489
Biosolids / Land Application,2018-05-08,2018-05-08,1,2018-05-08 to 2018-05-08 0280_2018-05-08_IMG_0031-cas.pdf,Biosolids - Land Application,0280_2018-05-08_IMG_0031-cas.pdf,NPDES Biosolids Evaluation,Biosolids / Land Application,,2018-05-08,-8093064571610602919,IMG_0031-cas.JPG,https://mienviro.michigan.gov/ncore/downloadpdf/-8093064571610602919,1,OCR (tesseract),Biosolids land application site photo attached to hauling submittal,medium,,10014d860a59c0b1b9858619879da271dd4c72db4589cacf03d951e4ffd98107,145758
Biosolids / Land Application,2018-05-15,2018-05-17,3,2018-05-15 to 2018-05-17 0288_2018-05-17_EM-Pathogen results.pdf,Biosolids - Land Application,0288_2018-05-17_EM-Pathogen results.pdf,NPDES Biosolids Evaluation,Biosolids / Land Application,,2018-05-17,317370923758052594,EM-Pathogen results.msg,https://mienviro.michigan.gov/ncore/downloadpdf/317370923758052594,3,embedded text,Email transmitting spring hauling pathogen report and site ID packet,medium,,68a866482177c2fddc838893bb36601828a7712f6ed5563352b2446632053844,304739
Biosolids / Land Application,2018-05-18,2018-05-21,4,2018-05-18 to 2018-05-21 0292_2018-05-21_EM Tr-Land app rates and info.pdf,Biosolids - Land Application,0292_2018-05-21_EM Tr-Land app rates and info.pdf,NPDES Biosolids Evaluation,Biosolids / Land Application,,2018-05-21,-766849109262881587,EM Tr-Land app rates and info.msg,https://mienviro.michigan.gov/ncore/downloadpdf/-766849109262881587,3,embedded text,"Email on application rate, dry tons/acre, agronomic rates",high,,93bbc2fe9472151a2f95af66c9ef99dfcc3f9d40616477da330adee977391c7f,249750
Biosolids / Land Application,2018-09-24,2018-09-24,1,2018-09-24 to 2018-09-24 0334_2018-09-24_Cadillac WWTP Letter to DEQ - Biosolids Incorporation.pdf,Biosolids - Land Application,0334_2018-09-24_Cadillac WWTP Letter to DEQ - Biosolids Incorporation.pdf,NPDES Biosolids Site Docs,Biosolids / Land Application,,2018-09-24,4078388779723838203,Cadillac WWTP Letter to DEQ - Biosolids Incorporation.pdf,https://mienviro.michigan.gov/ncore/downloadpdf/4078388779723838203,1,OCR (tesseract),City letter to DEQ on fall biosolids application incorporation method,high,,e781964c5fa7df4788e2f4435f6231fcd362584a95ffcd4a449fe73ea3840a8e,163660
Biosolids / Land Application,2018-09-24,2018-09-24,1,2018-09-24 to 2018-09-24 0335_2018-09-24_EM Tr-Biosolids Incorp Letters.pdf,Biosolids - Land Application,0335_2018-09-24_EM Tr-Biosolids Incorp Letters.pdf,NPDES Biosolids Site Docs,Biosolids / Land Application,,2018-09-24,-7264173746534175124,EM Tr-Biosolids Incorp Letters.msg,https://mienviro.michigan.gov/ncore/downloadpdf/-7264173746534175124,2,embedded text,"Email thread on biosolids incorporation, slopes, RMP subsurface injection",high,,c25124a8fa0beccadfbe5bdb51caf1aa5b3f8dfe768ea8bcf15422cf33107c23,110046
Biosolids / Land Application,2018-09-24,2018-09-24,1,2018-09-24 to 2018-09-24 0336_2018-09-24_EM-Biosolids Incorp Letters.pdf,Biosolids - Land Application,0336_2018-09-24_EM-Biosolids Incorp Letters.pdf,NPDES Biosolids Site Docs,Biosolids / Land Application,,2018-09-24,-7043507367343532193,EM-Biosolids Incorp Letters.msg,https://mienviro.michigan.gov/ncore/downloadpdf/-7043507367343532193,5,embedded text,Email transmitting hauler biosolids incorporation letters,high,,ce0611e83642661039e9f56698c25cd5807960e0f7525edc3057efd7cb648137,707691
Biosolids / Land Application,2018-09-24,2018-09-24,1,2018-09-24 to 2018-09-24 0337_2018-09-24_MII Letter to Cadillac WWTP - Biosolids Incorporation.pdf,Biosolids - Land Application,0337_2018-09-24_MII Letter to Cadillac WWTP - Biosolids Incorporation.pdf,NPDES Biosolids Site Docs,Biosolids / Land Application,,2018-09-24,-6232070511699409849,MII Letter to Cadillac WWTP - Biosolids Incorporation.pdf,https://mienviro.michigan.gov/ncore/downloadpdf/-6232070511699409849,1,embedded text,Hauler letter on biosolids incorporation in lieu of direct injection,high,,05b220622b31649b19c85e2486d1ebd78e62b3d351ec43b78550181492689bce,483153
Biosolids / Land Application,2018-11-15,2018-11-15,1,2018-11-15 to 2018-11-15 0377_2018-11-15_EM-FY18 LA docs and DTs submitted for Biosolids AR - Questions.pdf,Biosolids - Land Application,0377_2018-11-15_EM-FY18 LA docs and DTs submitted for Biosolids AR - Questions.pdf,NPDES Submittal Docs,Biosolids / Land Application,,2018-11-15,-277633430264230949,EM-FY18 LA docs and DTs submitted for Biosolids AR - Questions.msg,https://mienviro.michigan.gov/ncore/downloadpdf/-277633430264230949,3,embedded text,DEQ email questioning land application docs and dry tons in biosolids annual report,high,,94e97de916f5f14d0a7112d8e03cef06da869badca8b97a6dc47d2d4c7165555,174196
Biosolids / Land Application,2018-11-15,2018-11-15,1,2018-11-15 to 2018-11-15 0378_2018-11-15_should have picked this one.pdf,Biosolids - Land Application,0378_2018-11-15_should have picked this one.pdf,NPDES Submittal Docs,Biosolids / Land Application,,2018-11-15,3140966257682029726,should have picked this one.jpg,https://mienviro.michigan.gov/ncore/downloadpdf/3140966257682029726,1,OCR (tesseract),Marked-up Class B pathogen reduction cert page attached to biosolids AR email,medium,,ec29dcecf5c03f89a2f61eb3ce84ea0c8d9b2e3b477fc6c5e0e08d1975a7b085,64444
Biosolids / Land Application,2018-11-15,2018-11-28,14,2018-11-15 to 2018-11-28 0380_2018-11-28_EM-FY18 LA docs and DTs submitted for Biosolids AR - revised certification.pdf,Biosolids - Land Application,0380_2018-11-28_EM-FY18 LA docs and DTs submitted for Biosolids AR - revised certification.pdf,NPDES Submittal Docs,Biosolids / Land Application,,2018-11-28,7983495502099291771,EM-FY18 LA docs and DTs submitted for Biosolids AR - revised certification.msg,https://mienviro.michigan.gov/ncore/downloadpdf/7983495502099291771,8,embedded text,Email thread on biosolids land-application docs/dry tons for annual report,high,,c16cd45d65b88d29454d9de85e374a1c28a45ef1a03c405ce6086c6e4a8038f3,1316743
Biosolids / Land Application,2018-11-15,2018-12-05,21,2018-11-15 to 2018-12-05 0385_2018-12-05_EM-FY18 LA docs and DTs submitted for Biosolids AR-revsd cert-needs applier signature....pdf,Biosolids - Land Application,0385_2018-12-05_EM-FY18 LA docs and DTs submitted for Biosolids AR-revsd cert-needs applier signature....pdf,NPDES Submittal Docs,Biosolids / Land Application,,2018-12-05,7128560501718319606,EM-FY18 LA docs and DTs submitted for Biosolids AR-revsd cert-needs applier signature....msg,https://mienviro.michigan.gov/ncore/downloadpdf/7128560501718319606,2,embedded text,Biosolids annual report applier certification email thread,high,,deb80a8738e8e4a32fef5a9496f0f89d984f194047a166e450d43d383ba897d1,153743
Biosolids / Land Application,2018-12-10,2018-12-10,1,2018-12-10 to 2018-12-10 0386_2018-12-10_EM-FY18 Biosolids DT numbers - plus info.pdf,Biosolids - Land Application,0386_2018-12-10_EM-FY18 Biosolids DT numbers - plus info.pdf,NPDES Submittal Docs,Biosolids / Land Application,,2018-12-10,6582700003823858583,EM-FY18 Biosolids DT numbers - plus info.msg,https://mienviro.michigan.gov/ncore/downloadpdf/6582700003823858583,1,embedded text,EGLE email confirming FY18 biosolids dry-ton figures acceptable,high,,117265ae523cec936cfbdefc6ee31dc3a00bea0a315f3f19caa0167296e9340e,82432
Biosolids / Land Application,2018-12-10,2018-12-18,9,2018-12-10 to 2018-12-18 0392_2018-12-18_EM Tr-FY18 Applier Certification-revised 2-signed.pdf,Biosolids - Land Application,0392_2018-12-18_EM Tr-FY18 Applier Certification-revised 2-signed.pdf,NPDES Submittal Docs,Biosolids / Land Application,,2018-12-18,-5194609860685770564,EM Tr-FY18 Applier Certification-revised 2-signed.msg,https://mienviro.michigan.gov/ncore/downloadpdf/-5194609860685770564,2,embedded text,Email transmitting signed biosolids applier certification,high,,19863d0fe10d3267d55ebf75344677838ed46b0b598124a8139300e2db8eb487,132250
Biosolids / Land Application,2018-12-10,2018-12-18,9,2018-12-10 to 2018-12-18 0393_2018-12-18_EM-FY18 Applier Certification-revised 2-signed.pdf,Biosolids - Land Application,0393_2018-12-18_EM-FY18 Applier Certification-revised 2-signed.pdf,NPDES Submittal Docs,Biosolids / Land Application,,2018-12-18,-3951802162146228519,EM-FY18 Applier Certification-revised 2-signed.msg,https://mienviro.michigan.gov/ncore/downloadpdf/-3951802162146228519,8,embedded text,Email transmitting signed biosolids applier certification,high,,a3b7ce54d4d8c85c526b421e47faa8b7d395314540dd46e87d00c686bfe221e6,1225877
Compliance / Enforcement,2010-01-01,2016-01-12,2203,2010-01-01 to 2016-01-12 0113_2016-01-12_2010-2016_Cadillac WWTP_District Compliance File.pdf,Compliance - Enforcement,0113_2016-01-12_2010-2016_Cadillac WWTP_District Compliance File.pdf,NPDES Misc. Site Docs,Compliance / Enforcement,,2016-01-12,-8836688320995793733,2010-2016_Cadillac WWTP_District Compliance File.pdf,https://mienviro.michigan.gov/ncore/downloadpdf/-8836688320995793733,232,OCR (tesseract),"District compliance file compilation: violation notices, SNC lists, compliance status",medium,,9d6ad860baaf91d1aa61b170fe76d1e0571bb7726cbe8cc68da5a8c80ebdc24d,29461464
Compliance / Enforcement,2010-01-01,2016-12-31,2557,2010-01-01 to 2016-12-31 2010-2016_Cadillac WWTP_District Compliance File.pdf,Compliance - Enforcement,2010-2016_Cadillac WWTP_District Compliance File.pdf,,,NEW - not in manifest,,,,,232,OCR (tesseract),"District compliance file compilation: SNC lists, violation notices, QNCR",medium,,9d6ad860baaf91d1aa61b170fe76d1e0571bb7726cbe8cc68da5a8c80ebdc24d,29461464
Compliance / Enforcement,2013-11-07,2013-11-07,1,2013-11-07 to 2013-11-07 0101_2015-09-29_Cadillac WWTP CCH Petition.pdf,Compliance - Enforcement,0101_2015-09-29_Cadillac WWTP CCH Petition.pdf,NPDES Individual Permit,Permit / Application,YES,2015-09-29,-264868687133678095,Cadillac WWTP CCH Petition.pdf,https://mienviro.michigan.gov/ncore/downloadpdf/-264868687133678095,36,OCR (tesseract),"Petition for contested case hearing served November 7, 2013",medium,,f68f7933cc108a5ada3aea8dd9d4950c07a964839e684dc7556d220f6dd4f7fc,2453804
Compliance / Enforcement,2014-04-01,2014-06-30,91,2014-04-01 to 2014-06-30 Compliance - records.pdf,Compliance - Enforcement,Compliance - records.pdf,,,NEW - not in manifest,,,,,,embedded text,"EPA ICIS Quarterly Non-Compliance Report, Michigan Region 5, 04/01-06/30/2014",high,YES,2bd8171670746e08cd124a3c8c7e1bfd1fa9c43022d43ef5c83900ef062ea06d,249826
Compliance / Enforcement,2014-04-01,2014-06-30,91,2014-04-01 to 2014-06-30 Follow-Up-Nov-4-2021Read Receipt for VN-012230.pdf,Compliance - Enforcement,Follow-Up-Nov-4-2021Read Receipt for VN-012230.pdf,,,NEW - not in manifest,,,,,53,embedded text,"EPA Quarterly Non-Compliance Report, stated quarter 4/1-6/30/2014",medium,,2bd8171670746e08cd124a3c8c7e1bfd1fa9c43022d43ef5c83900ef062ea06d,249826
Compliance / Enforcement,2014-04-01,2014-06-30,91,2014-04-01 to 2014-06-30 mi3qtr14.pdf,Compliance - Enforcement,mi3qtr14.pdf,,,NEW - not in manifest,,,,,53,embedded text,"EPA Quarterly Non-Compliance Report, stated quarter 4/1-6/30/2014",medium,,2bd8171670746e08cd124a3c8c7e1bfd1fa9c43022d43ef5c83900ef062ea06d,249826
Compliance / Enforcement,2014-10-01,2016-02-01,489,2014-10-01 to 2016-02-01 0120_2016-02-04_Violation Letter.Cadillac WWTP-Dietlin.pdf,Compliance - Enforcement,0120_2016-02-04_Violation Letter.Cadillac WWTP-Dietlin.pdf,Water Quality C&E Docs,Compliance / Enforcement,,2016-02-04,-5228663365988565838,Violation Letter.Cadillac WWTP-Dietlin.pdf,https://mienviro.michigan.gov/ncore/downloadpdf/-5228663365988565838,12,OCR (tesseract),"Violation Notice VN-006346 for Oct 2014-June 2015 violations, issued 2/1/2016",high,,37ac85d03cbbe59e1302a27d68055f905cdb0053f7b18f1fdc9ebaa61a575483,737118
Compliance / Enforcement,2014-10-21,2016-02-01,469,2014-10-21 to 2016-02-01 Violation Letter.Cadillac WWTP-Dietlin (1).pdf,Compliance - Enforcement,Violation Letter.Cadillac WWTP-Dietlin (1).pdf,,,NEW - not in manifest,,,,,12,OCR (tesseract),DEQ Violation Notice VN-006346 dated 2/1/2016 citing Oct 2014-Jun 2015,high,,37ac85d03cbbe59e1302a27d68055f905cdb0053f7b18f1fdc9ebaa61a575483,737118
Compliance / Enforcement,2014-10-21,2016-02-01,469,2014-10-21 to 2016-02-01 Violation Letter.Cadillac WWTP-Dietlin.pdf,Compliance - Enforcement,Violation Letter.Cadillac WWTP-Dietlin.pdf,,,NEW - not in manifest,,,,,12,OCR (tesseract),DEQ Violation Notice VN-006346 dated 2/1/2016 citing Oct 2014-Jun 2015,high,,37ac85d03cbbe59e1302a27d68055f905cdb0053f7b18f1fdc9ebaa61a575483,737118
Compliance / Enforcement,2014-10-21,2016-02-26,494,2014-10-21 to 2016-02-26 0123_2016-02-29_VN response from City.Feb 29 2016.pdf,Compliance - Enforcement,0123_2016-02-29_VN response from City.Feb 29 2016.pdf,Water Quality Compliance Communication Docs,Compliance / Enforcement,,2016-02-29,-6168521012883685018,VN response from City.Feb 29 2016.pdf,https://mienviro.michigan.gov/ncore/downloadpdf/-6168521012883685018,5,OCR (tesseract),City response to Violation Notice VN-006346 covering 2014-2015 violation periods,high,,e1b7446e4226eca442de365224878a4232a6798f99a9887f488387322a23b3e4,1286177
Compliance / Enforcement,2014-10-21,2016-02-26,494,2014-10-21 to 2016-02-26 VN response from City.Feb 29 2016 (1).pdf,Compliance - Enforcement,VN response from City.Feb 29 2016 (1).pdf,,,NEW - not in manifest,,,,,5,OCR (tesseract),City response to Violation Notice VN-006346; violations from 10/21/2014,high,,e1b7446e4226eca442de365224878a4232a6798f99a9887f488387322a23b3e4,1286177
Compliance / Enforcement,2014-10-21,2016-02-26,494,2014-10-21 to 2016-02-26 VN response from City.Feb 29 2016.pdf,Compliance - Enforcement,VN response from City.Feb 29 2016.pdf,,,NEW - not in manifest,,,,,5,OCR (tesseract),City response to Violation Notice VN-006346; violations from 10/21/2014,high,,e1b7446e4226eca442de365224878a4232a6798f99a9887f488387322a23b3e4,1286177
Compliance / Enforcement,2015-12-18,2015-12-21,4,2015-12-18 to 2015-12-21 0116_2016-01-25_ByPass notification 12-21-15.pdf,Compliance - Enforcement,0116_2016-01-25_ByPass notification 12-21-15.pdf,NPDES Misc. Site Docs,Site / Miscellaneous,YES,2016-01-25,-5568021370246960521,ByPass notification 12-21-15.pdf,https://mienviro.michigan.gov/ncore/downloadpdf/-5568021370246960521,1,OCR (tesseract),"Permittee noncompliance notification of 12/18/15 bypass, letter dated 12/21/15",medium,,8e59702f1f7fa263fd95720f27aff50fb9474c29b5d43e1e9c3fee779a6bc2bb,66723
