original_name,new_location,document_date,how_date_was_determined,date_confidence,note
Soil Test Reports - Spring 2022.pdf,05 - Biosolids & Land Application/09-27-2021 - Soil Test Reports - Spring 2022.pdf,09-27-2021,first-date-on-page1,medium,
Spring 21 Lab Data.pdf,05 - Biosolids & Land Application/05-05-2021 - Spring 21 Lab Data.pdf,05-05-2021,OCR date confirming filename year,medium,
Submissions.csv,03 - IPP (Industrial Pretreatment)/09-23-2025 - Submissions.csv,09-23-2025,latest-date-in-index,medium,
T22NR11W-RBL02.pdf,05 - Biosolids & Land Application/09-01-2021 - T22NR11W-RBL02.pdf,09-01-2021,transmittal-letter-date,medium,
To prove gross negligence for a wastewater treatment facility like the Cadillac Wastewater Treatment Plant under Michigan law.docx,03 - IPP (Industrial Pretreatment)/08-16-2026 - To prove gross negligence for a wastewater treatment facility like the Cadillac Wastewater Treatment Plant under Michigan law.docx,08-16-2026,office-created,medium,
"Transport of pharmaceuticals from WWTP influent and effluent to groundwater — Foster, Katz and Meyer, USGS, 2012 -5083.pdf","13 - Groundwater, Wells & Plett Rd/01-01-2012 - Transport of pharmaceuticals from WWTP influent and effluent to groundwater — Foster, Katz and Meyer, USGS, 2012 -5083.pdf",01-01-2012,filename-year,low,
UpdatedPELSheet_MI0020257_4-11-2019.pdf,03 - IPP (Industrial Pretreatment)/01-30-2018 - UpdatedPELSheet_MI0020257_4-11-2019.pdf,01-30-2018,date-label:Date:,medium,
VN-2021-09-30 VN-012230 Cadillac WWTP.pdf,08 - Compliance & Enforcement/08-30-2019 - VN-2021-09-30 VN-012230 Cadillac WWTP.pdf,08-30-2019,issue-label:issued on,high,
Vector Attraction Reduction.pdf,05 - Biosolids & Land Application/Vector Attraction Reduction.pdf,,none,none,
Violation Notice (VN 019184) Cadillac WWTP (1).pdf,08 - Compliance & Enforcement/06-10-2026 - Violation Notice (VN 019184) Cadillac WWTP.pdf,06-10-2026,letterhead-date,high,
Violation Notice (VN 019184) Cadillac WWTP.pdf,08 - Compliance & Enforcement/06-10-2026 - Violation Notice (VN 019184) Cadillac WWTP (copy 2).pdf,06-10-2026,letterhead-date,high,"duplicate copy - kept both, suffixed"
WATER FLOW - PAGE 16 - F3540B07-10037.pdf,"13 - Groundwater, Wells & Plett Rd/WATER FLOW - PAGE 16 - F3540B07-10037.pdf",,none,none,
WEXFORD LANDFILL.pdf,12 - Wexford Landfill & Leachate/WEXFORD LANDFILL.pdf,,none,none,
WQBELBiologistFactSheet_MI0020257_1-30-2018.pdf,02 - NPDES Permits & Permit Issuance/09-27-2013 - WQBELBiologistFactSheet_MI0020257_1-30-2018.pdf,09-27-2013,issue-label:issued on,high,
WWTP-AREASOFCONCERN-3.jpg,"14 - Maps, Photos & Imagery/WWTP-AREASOFCONCERN-3.jpg",,none,none,
WWTP-SAME-ELEVATION-1140 PLETT RD.png,"13 - Groundwater, Wells & Plett Rd/WWTP-SAME-ELEVATION-1140 PLETT RD.png",,none,none,
Wexford Co LF MIS111718.pdf,12 - Wexford Landfill & Leachate/09-17-2015 - Wexford Co LF MIS111718 (copy 2).pdf,09-17-2015,letterhead-date,high,"duplicate copy - kept both, suffixed"
Wexford Co Landfill NOI.pdf,12 - Wexford Landfill & Leachate/04-11-2012 - Wexford Co Landfill NOI (copy 2).pdf,04-11-2012,transmittal-letter-date,medium,"duplicate copy - kept both, suffixed"
Wexford Co Landfill Termination Form (1).pdf,12 - Wexford Landfill & Leachate/07-02-2018 - Wexford Co Landfill Termination Form (copy 2).pdf,07-02-2018,letterhead-date,high,"duplicate copy - kept both, suffixed"
Wexford County Landfill GW1010342 Termination 7-2-18 Green Card Ret'd.pdf,12 - Wexford Landfill & Leachate/07-02-2018 - Wexford County Landfill GW1010342 Termination 7-2-18 Green Card Ret'd (copy 2).pdf,07-02-2018,filename-date,medium,"duplicate copy - kept both, suffixed"
Wexford County Landfill Termination Issued Letter (1).pdf,12 - Wexford Landfill & Leachate/07-02-2018 - Wexford County Landfill Termination Issued Letter (copy 2).pdf,07-02-2018,letterhead-date,high,"duplicate copy - kept both, suffixed"
Wexford Landfill Groundwater Discharge Permit Application 2210(y).pdf,12 - Wexford Landfill & Leachate/03-16-2016 - Wexford Landfill Groundwater Discharge Permit Application 2210(y) (copy 2).pdf,03-16-2016,first-date-on-page1,medium,"duplicate copy - kept both, suffixed"
Wexford-County-LandFil-License.png,12 - Wexford Landfill & Leachate/Wexford-County-LandFil-License.png,,none,none,
Wexford-County-Landfill Construction Permit.pdf,12 - Wexford Landfill & Leachate/08-20-2012 - Wexford-County-Landfill Construction Permit.pdf,08-20-2012,issue-label:ISSUE DATE,high,
Wexford-County-Landfill.PDF,12 - Wexford Landfill & Leachate/11-19-2024 - Wexford-County-Landfill.PDF,11-19-2024,issue-label:ISSUE DATE,high,
Wexford_2015-2016_Leachate_Request.pdf,12 - Wexford Landfill & Leachate/03-09-2016 - Wexford_2015-2016_Leachate_Request.pdf,03-09-2016,letterhead-date,high,
Wexford_Cadillac_Verified_Document_Inventory.xlsx,00 - Reference Data (CSV exports)/12-18-2019 - Wexford_Cadillac_Verified_Document_Inventory.xlsx,12-18-2019,latest-date-in-index,medium,
Wexford_Cadillac_document_evidence_index-2.csv,00 - Reference Data (CSV exports)/08-13-2026 - Wexford_Cadillac_document_evidence_index-2.csv,08-13-2026,latest-date-in-index,medium,
Wexford_Cadillac_document_evidence_index.csv,00 - Reference Data (CSV exports)/08-13-2026 - Wexford_Cadillac_document_evidence_index.csv,08-13-2026,latest-date-in-index,medium,
[Untitled].pdf,02 - NPDES Permits & Permit Issuance/03-18-2020 - [Untitled].pdf,03-18-2020,letterhead-date,high,
_FORENSIC_RENAME_LOG_288_SCANS_2026-08-24.csv,00 - Reference Data (CSV exports)/04-22-2026 - FORENSIC_RENAME_LOG_288_SCANS_2026-08-24.csv,04-22-2026,latest-date-in-index,medium,
_MASTER_MANIFEST_2026-08-24.csv,00 - Reference Data (CSV exports)/08-24-2026 - MASTER_MANIFEST_2026-08-24.csv,08-24-2026,filename-date,medium,
_PUBLIC NOTICE OF INDUSTRIAL SIGNIFICANT NON-COMPLIANCE EXCEEDANCES.pdf,02 - NPDES Permits & Permit Issuance/03-18-2020 - PUBLIC NOTICE OF INDUSTRIAL SIGNIFICANT NON-COMPLIANCE EXCEEDANCES.pdf,03-18-2020,letterhead-date,high,
_SAME_CONTENT_REVIEW_2026-08-24.csv,00 - Reference Data (CSV exports)/05-22-2026 - SAME_CONTENT_REVIEW_2026-08-24.csv,05-22-2026,latest-date-in-index,medium,
a281563f-f584-49ca-a28d-5f1d2dd69406.jpg,"14 - Maps, Photos & Imagery/a281563f-f584-49ca-a28d-5f1d2dd69406.jpg",,none,none,
ab12378c-3f6f-4fbd-b242-23395c4d0c44.jpg,"14 - Maps, Photos & Imagery/ab12378c-3f6f-4fbd-b242-23395c4d0c44.jpg",,none,none,
available cyanide.pdf,06 - Lab Results & Sampling (general)/10-31-2014 - available cyanide.pdf,10-31-2014,letterhead-date,high,
bb340e17-384d-480f-9198-34a8502d5882.jpg,"14 - Maps, Photos & Imagery/bb340e17-384d-480f-9198-34a8502d5882.jpg",,none,none,
bb543245-b433-413c-848a-691f6c8592bb.jpg,"14 - Maps, Photos & Imagery/bb543245-b433-413c-848a-691f6c8592bb.jpg",,none,none,
c-scans-HIGH-CONTRAST.pdf,99 - Needs Review/01-15-2018 - c-scans-HIGH-CONTRAST.pdf,01-15-2018,letterhead-date,high,
cb4a0502-1ec8-4539-bc88-0fbdce3ff165.jpg,"14 - Maps, Photos & Imagery/cb4a0502-1ec8-4539-bc88-0fbdce3ff165.jpg",,none,none,
chk-02.jpg,"14 - Maps, Photos & Imagery/chk-02.jpg",,none,none,
civil-criminal-penalities.png,"14 - Maps, Photos & Imagery/civil-criminal-penalities.png",,none,none,
completed public notice certification form.pdf,02 - NPDES Permits & Permit Issuance/07-12-2016 - completed public notice certification form (copy 2).pdf,07-12-2016,letterhead-date,high,"duplicate copy - kept both, suffixed"
cov-001.jpg,"14 - Maps, Photos & Imagery/cov-001.jpg",,none,none,
cov-002.jpg,"14 - Maps, Photos & Imagery/cov-002.jpg",,none,none,
cov-003.jpg,"14 - Maps, Photos & Imagery/cov-003.jpg",,none,none,
cov-004.jpg,"14 - Maps, Photos & Imagery/cov-004.jpg",,none,none,
d0c7da33-74ff-4756-a86b-f235de59e2c1.jpg,"14 - Maps, Photos & Imagery/d0c7da33-74ff-4756-a86b-f235de59e2c1.jpg",,none,none,
d98edb75-538e-475b-ab71-3725d6cfd02c.jpg,"14 - Maps, Photos & Imagery/d98edb75-538e-475b-ab71-3725d6cfd02c.jpg",,none,none,
dc859de2-070f-413c-bef3-863dbdbcf9ce.jpg,"14 - Maps, Photos & Imagery/dc859de2-070f-413c-bef3-863dbdbcf9ce.jpg",,none,none,
deq-tou-WRD-IPP_PFAS_Guidance-ScreeningEvaluation_620434_7.pdf,04 - PFAS Monitoring/02-20-2018 - deq-tou-WRD-IPP_PFAS_Guidance-ScreeningEvaluation_620434_7.pdf,02-20-2018,letterhead-date,high,
desktop.ini,"16 - Apps, Scripts & Working Data/desktop (2).ini",,system-file,none,"name clash - kept both, suffixed"
e-mail cov let-Wexford Landfill.pdf,12 - Wexford Landfill & Leachate/07-12-2016 - e-mail cov let-Wexford Landfill (copy 2).pdf,07-12-2016,identical-copy-of: 2016-07-12__881861131799560019__e-mail cov let-Wexford Landf,high,"duplicate copy - kept both, suffixed"
e97d6f85-bf56-4e7c-a128-70e621983249.jpg,"14 - Maps, Photos & Imagery/e97d6f85-bf56-4e7c-a128-70e621983249.jpg",,none,none,
egle_duplicate_full_lab_panel.csv,04 - PFAS Monitoring/09-20-2025 - egle_duplicate_full_lab_panel.csv,09-20-2025,latest-date-in-index,medium,
egle_duplicate_lab_metadata.csv,00 - Reference Data (CSV exports)/09-20-2025 - egle_duplicate_lab_metadata.csv,09-20-2025,latest-date-in-index,medium,
egle_duplicate_lab_qc.csv,04 - PFAS Monitoring/09-20-2025 - egle_duplicate_lab_qc.csv,09-20-2025,latest-date-in-index,medium,
egle_duplicate_lab_summary.csv,00 - Reference Data (CSV exports)/09-20-2025 - egle_duplicate_lab_summary.csv,09-20-2025,latest-date-in-index,medium,
email-final authorization-Wexford Landfill.pdf,12 - Wexford Landfill & Leachate/09-16-2016 - email-final authorization-Wexford Landfill (copy 2).pdf,09-16-2016,email-sent-date (newest in chain),high,"duplicate copy - kept both, suffixed"
hormones-and-pharmaceuticals-in-groundwater-used-as-a-source-of-drinking-water-across-the-united-states.pdf,19 - Research & Technical Literature/10-04-2018 - hormones-and-pharmaceuticals-in-groundwater-used-as-a-source-of-drinking-water-across-the-united-states.pdf,10-04-2018,transmittal-letter-date,medium,
lagoon summary.pdf,12 - Wexford Landfill & Leachate/03-16-2016 - lagoon summary (copy 3).pdf,03-16-2016,identical-copy-of: 2016-03-16__-3742461403192295520__lagoon summary.pdf,high,"duplicate copy - kept both, suffixed"
lu431juitc.tmp,"16 - Apps, Scripts & Working Data/lu431juitc.tmp",,system-file,none,
lu481swkuw.tmp,"16 - Apps, Scripts & Working Data/lu481swkuw.tmp",,system-file,none,
lu491kr3pq.tmp,"16 - Apps, Scripts & Working Data/lu491kr3pq.tmp",,system-file,none,
mi-165-1i-0002_draft_permit_october_2017.pdf,12 - Wexford Landfill & Leachate/01-01-2017 - mi-165-1i-0002_draft_permit_october_2017.pdf,01-01-2017,reconciled with identical copy,high,
molecules-28-04694.pdf,19 - Research & Technical Literature/05-23-2023 - molecules-28-04694.pdf,05-23-2023,transmittal-letter-date,medium,
msp-cadillac-oma-investigation (1).pdf,18 - Meeting Minutes & Public Body Records/06-20-2025 - msp-cadillac-oma-investigation.pdf,06-20-2025,letterhead-date,high,
page-01.jpg,"14 - Maps, Photos & Imagery/page-01.jpg",,none,none,
page-02.jpg,"14 - Maps, Photos & Imagery/page-02.jpg",,none,none,
public notice email-Wexford Landfill.pdf,12 - Wexford Landfill & Leachate/07-12-2016 - public notice email-Wexford Landfill (copy 2).pdf,07-12-2016,email-sent-date (newest in chain),high,"duplicate copy - kept both, suffixed"
qc-03.jpg,"14 - Maps, Photos & Imagery/qc-03.jpg",,none,none,
report.pdf,12 - Wexford Landfill & Leachate/10-29-2018 - report.pdf,10-29-2018,issue-label:Authorized for release,high,
report2 - Copy.pdf,04 - PFAS Monitoring/12-10-2018 - report2 - Copy.pdf,12-10-2018,issue-label:Authorized for release,high,
report2.pdf,04 - PFAS Monitoring/12-10-2018 - report2.pdf,12-10-2018,issue-label:Authorized for release,high,
report3 - Copy.pdf,04 - PFAS Monitoring/12-10-2018 - report3 - Copy.pdf,12-10-2018,issue-label:Authorized for release,high,
report3.pdf,04 - PFAS Monitoring/12-10-2018 - report3.pdf,12-10-2018,issue-label:Authorized for release,high,
report4.pdf,04 - PFAS Monitoring/06-25-2019 - report4.pdf,06-25-2019,issue-label:Authorized for release,high,
s00706-018-2259-y.pdf,19 - Research & Technical Literature/02-28-2018 - s00706-018-2259-y.pdf,02-28-2018,letterhead-date,high,
screencapture-deq-state-mi-us-wdspi-Site-Site-aspx-2026-06-03-13_02_16.pdf,12 - Wexford Landfill & Leachate/06-03-2026 - screencapture-deq-state-mi-us-wdspi-Site-Site-aspx-2026-06-03-13_02_16.pdf,06-03-2026,filename-date,medium,
screencapture-deq-state-mi-us-wdspi-Site-Site-aspx-2026-06-03-13_03_56.pdf,12 - Wexford Landfill & Leachate/06-03-2026 - screencapture-deq-state-mi-us-wdspi-Site-Site-aspx-2026-06-03-13_03_56.pdf,06-03-2026,filename-date,medium,
screencapture-wastedive-news-gfl-environmental-acquiring-michigan-american-waste-570122-2026-06-03-13_04_46.pdf,04 - PFAS Monitoring/01-09-2020 - screencapture-wastedive-news-gfl-environmental-acquiring-michigan-american-waste-570122-2026-06-03-13_04_46.pdf,01-09-2020,letterhead-date,high,
upgrades-to-WWTP-7155.pdf,10 - Process & Site Documents/02-02-2026 - upgrades-to-WWTP-7155.pdf,02-02-2026,letterhead-date,high,
v05-005.jpg,"14 - Maps, Photos & Imagery/v05-005.jpg",,none,none,
v105-105.jpg,"14 - Maps, Photos & Imagery/v105-105.jpg",,none,none,
v14-014.jpg,08 - Compliance & Enforcement/v14-014.jpg,,none,none,
v14-015.jpg,"14 - Maps, Photos & Imagery/v14-015.jpg",,none,none,
v14-016.jpg,"14 - Maps, Photos & Imagery/v14-016.jpg",,none,none,
v19-019.jpg,"14 - Maps, Photos & Imagery/v19-019.jpg",,none,none,
v23-023.jpg,"14 - Maps, Photos & Imagery/v23-023.jpg",,none,none,
v69-069.jpg,"14 - Maps, Photos & Imagery/v69-069.jpg",,none,none,
v73-073.jpg,"14 - Maps, Photos & Imagery/v73-073.jpg",,none,none,
v73-074.jpg,"14 - Maps, Photos & Imagery/v73-074.jpg",,none,none,
v75-075.jpg,"14 - Maps, Photos & Imagery/v75-075.jpg",,none,none,
v75-076.jpg,"14 - Maps, Photos & Imagery/v75-076.jpg",,none,none,
v93-093.jpg,"14 - Maps, Photos & Imagery/v93-093.jpg",,none,none,
v93-094.jpg,"14 - Maps, Photos & Imagery/v93-094.jpg",,none,none,
vio-151.jpg,"14 - Maps, Photos & Imagery/vio-151.jpg",,none,none,
vio-152.jpg,"14 - Maps, Photos & Imagery/vio-152.jpg",,none,none,
vio-153.jpg,"14 - Maps, Photos & Imagery/vio-153.jpg",,none,none,
vn-009.jpg,08 - Compliance & Enforcement/vn-009.jpg,,none,none,
vn-010.jpg,08 - Compliance & Enforcement/vn-010.jpg,,none,none,
vn-011.jpg,08 - Compliance & Enforcement/vn-011.jpg,,none,none,
vn-012.jpg,08 - Compliance & Enforcement/vn-012.jpg,,none,none,
vn-013.jpg,08 - Compliance & Enforcement/vn-013.jpg,,none,none,
vn-014.jpg,08 - Compliance & Enforcement/vn-014.jpg,,none,none,
vulnerable Clay Barriers.jpg,"14 - Maps, Photos & Imagery/vulnerable Clay Barriers.jpg",,none,none,
