file,page,category,context
2026-06-26__-8990104727855864312__854440 Cadillac Additional Limits June 2026.pdf.pdf,292,pretreatment,ANALYTICAL RESULTS Trace Project ID: Client Project ID: 25L1024 2025 IPP/MAHL Additional Trace ID: 25L1024-03 Sample ID: WWTP Raw Influent Date Received: 12/15/25 13:00 Date Collected: 12/14/25Matrix: Wastewater PARAMETERS RESULTS UNITS RDL DILUTION PREPARED BYANALYZEDBY NOTES MCL VOLATILE ORGANIC COMPOUNDS BY GC-MS
2026-06-26__-8990104727855864312__854440 Cadillac Additional Limits June 2026.pdf.pdf,293,pretreatment,"ANALYTICAL RESULTS Trace Project ID: Client Project ID: 25L1024 2025 IPP/MAHL Additional Trace ID: 25L1024-04 Sample ID: WWTP Primary Effluent Date Received: 12/15/25 13:00 Date Collected: 12/14/25Matrix: Wastewater PARAMETERS RESULTS UNITS RDL DILUTION PREPARED BYANALYZEDBY NOTES MCL METALS, TOTAL Analysis Method:"
2026-06-26__-8990104727855864312__854440 Cadillac Additional Limits June 2026.pdf.pdf,294,pretreatment,ANALYTICAL RESULTS Trace Project ID: Client Project ID: 25L1024 2025 IPP/MAHL Additional Trace ID: 25L1024-04 Sample ID: WWTP Primary Effluent Date Received: 12/15/25 13:00 Date Collected: 12/14/25Matrix: Wastewater PARAMETERS RESULTS UNITS RDL DILUTION PREPARED BYANALYZEDBY NOTES MCL VOLATILE ORGANIC COMPOUNDS BY G
2026-06-26__-8990104727855864312__854440 Cadillac Additional Limits June 2026.pdf.pdf,295,pretreatment,"ANALYTICAL RESULTS Trace Project ID: Client Project ID: 25L1024 2025 IPP/MAHL Additional Trace ID: 25L1024-05 Sample ID: WWTP Final Effluent Date Received: 12/15/25 13:00 Date Collected: 12/14/25Matrix: Wastewater PARAMETERS RESULTS UNITS RDL DILUTION PREPARED BYANALYZEDBY NOTES MCL METALS, TOTAL Analysis Method: EP"
2026-06-26__-8990104727855864312__854440 Cadillac Additional Limits June 2026.pdf.pdf,296,pretreatment,ANALYTICAL RESULTS Trace Project ID: Client Project ID: 25L1024 2025 IPP/MAHL Additional Trace ID: 25L1024-05 Sample ID: WWTP Final Effluent Date Received: 12/15/25 13:00 Date Collected: 12/14/25Matrix: Wastewater PARAMETERS RESULTS UNITS RDL DILUTION PREPARED BYANALYZEDBY NOTES MCL VOLATILE ORGANIC COMPOUNDS BY GC-
2026-06-26__-8990104727855864312__854440 Cadillac Additional Limits June 2026.pdf.pdf,297,pretreatment,"QUALITY CONTROL RESULTS Trace Project ID: 25L1024 Client Project ID: 2025 IPP/MAHL Additional QC Batch: T177324 QC Batch Method: EPA 200.2 Analysis Method: EPA 200.8 Rev. 5.4 Analysis Description: Beryllium, Total Parameter METHOD BLANK: T177324-BLK1 Units Blank Result Reporting Limit Notes <0.0040 0.0040Beryllium mg"
2026-06-26__-8990104727855864312__854440 Cadillac Additional Limits June 2026.pdf.pdf,298,pretreatment,Trace Project ID: 25L1024 Client Project ID: 2025 IPP/MAHL Additional QC Batch: T177269 QC Batch Method: GC/MS No Prep Analysis Method: EPA 625.1 SIM Analysis Description: 625 Benzidines SIM Parameter METHOD BLANK: T177269-BLK1 Units Blank Result Reporting Limit Notes <0.10 0.10Benzidine ug/L
2026-06-26__-8990104727855864312__854440 Cadillac Additional Limits June 2026.pdf.pdf,300,effluent_exceedance,MCL TIC Reporting Detection Limit Tentatively Identified Compound Maximum Contamination Limit * Indicates a result that exceeds its associated MCL or Surrogate control limits N Indicates that the laboratory is not accredited by NELAP for this compound NA Indicates that the compound is not available. NOTE: Samples for volatiles that have been extracted with a water
2026-06-26__-8990104727855864312__854440 Cadillac Additional Limits June 2026.pdf.pdf,304,pretreatment,"December 23, 2025 200 North Lake Street Cadillac, MI 49601 Cindy Tomaszewski Cadillac, City of 2025 IPP/MAHL AdditionalClient Project 25L1026Trace ProjectRE: Enclosed are your analytical results. The results of this report relate only to the samples listed in the body of this report. All reports were examined through Trace's validation process"
2026-06-26__-8990104727855864312__854440 Cadillac Additional Limits June 2026.pdf.pdf,305,pretreatment,SAMPLE SUMMARY Client Project ID: Trace Project ID: 25L1026 2025 IPP/MAHL Additional Trace ID Sample ID Matrix Collected By Date Collected Date Received 25L1026-01 Domestic #1 Wastewater 12/13/25 12/15/25 13:00DG Sample type: Composite 25L1026-02 Domestic #2 Wastewater 12/13/25 12/15/25 13:00DG Sample type: Comp
2026-06-26__-8990104727855864312__854440 Cadillac Additional Limits June 2026.pdf.pdf,306,pretreatment,"ANALYTICAL RESULTS Trace Project ID: Client Project ID: 25L1026 2025 IPP/MAHL Additional Trace ID: 25L1026-01 Sample ID: Domestic #1 Date Received: 12/15/25 13:00 Date Collected: 12/13/25Matrix: Wastewater PARAMETERS RESULTS UNITS RDL DILUTION PREPARED BYANALYZEDBY NOTES MCL METALS, TOTAL Analysis Method: EPA 200.8"
2026-06-26__-8990104727855864312__854440 Cadillac Additional Limits June 2026.pdf.pdf,307,pretreatment,ANALYTICAL RESULTS Trace Project ID: Client Project ID: 25L1026 2025 IPP/MAHL Additional Trace ID: 25L1026-01 Sample ID: Domestic #1 Date Received: 12/15/25 13:00 Date Collected: 12/13/25Matrix: Wastewater PARAMETERS RESULTS UNITS RDL DILUTION PREPARED BYANALYZEDBY NOTES MCL VOLATILE ORGANIC COMPOUNDS BY GC-MS CERTI
2026-06-26__-8990104727855864312__854440 Cadillac Additional Limits June 2026.pdf.pdf,308,pretreatment,"ANALYTICAL RESULTS Trace Project ID: Client Project ID: 25L1026 2025 IPP/MAHL Additional Trace ID: 25L1026-02 Sample ID: Domestic #2 Date Received: 12/15/25 13:00 Date Collected: 12/13/25Matrix: Wastewater PARAMETERS RESULTS UNITS RDL DILUTION PREPARED BYANALYZEDBY NOTES MCL METALS, TOTAL Analysis Method: EPA 200.8"
2026-06-26__-8990104727855864312__854440 Cadillac Additional Limits June 2026.pdf.pdf,309,pretreatment,ANALYTICAL RESULTS Trace Project ID: Client Project ID: 25L1026 2025 IPP/MAHL Additional Trace ID: 25L1026-02 Sample ID: Domestic #2 Date Received: 12/15/25 13:00 Date Collected: 12/13/25Matrix: Wastewater PARAMETERS RESULTS UNITS RDL DILUTION PREPARED BYANALYZEDBY NOTES MCL VOLATILE ORGANIC COMPOUNDS BY GC-MS CERTI
2026-06-26__-8990104727855864312__854440 Cadillac Additional Limits June 2026.pdf.pdf,310,pretreatment,"ANALYTICAL RESULTS Trace Project ID: Client Project ID: 25L1026 2025 IPP/MAHL Additional Trace ID: 25L1026-03 Sample ID: WWTP Raw Influent Date Received: 12/15/25 13:00 Date Collected: 12/13/25Matrix: Wastewater PARAMETERS RESULTS UNITS RDL DILUTION PREPARED BYANALYZEDBY NOTES MCL METALS, TOTAL Analysis Method: EPA"
2026-06-26__-8990104727855864312__854440 Cadillac Additional Limits June 2026.pdf.pdf,311,pretreatment,ANALYTICAL RESULTS Trace Project ID: Client Project ID: 25L1026 2025 IPP/MAHL Additional Trace ID: 25L1026-03 Sample ID: WWTP Raw Influent Date Received: 12/15/25 13:00 Date Collected: 12/13/25Matrix: Wastewater PARAMETERS RESULTS UNITS RDL DILUTION PREPARED BYANALYZEDBY NOTES MCL VOLATILE ORGANIC COMPOUNDS BY GC-MS
2026-06-26__-8990104727855864312__854440 Cadillac Additional Limits June 2026.pdf.pdf,312,pretreatment,"ANALYTICAL RESULTS Trace Project ID: Client Project ID: 25L1026 2025 IPP/MAHL Additional Trace ID: 25L1026-04 Sample ID: WWTP Primary Effluent Date Received: 12/15/25 13:00 Date Collected: 12/13/25Matrix: Wastewater PARAMETERS RESULTS UNITS RDL DILUTION PREPARED BYANALYZEDBY NOTES MCL METALS, TOTAL Analysis Method:"
2026-06-26__-8990104727855864312__854440 Cadillac Additional Limits June 2026.pdf.pdf,313,pretreatment,ANALYTICAL RESULTS Trace Project ID: Client Project ID: 25L1026 2025 IPP/MAHL Additional Trace ID: 25L1026-04 Sample ID: WWTP Primary Effluent Date Received: 12/15/25 13:00 Date Collected: 12/13/25Matrix: Wastewater PARAMETERS RESULTS UNITS RDL DILUTION PREPARED BYANALYZEDBY NOTES MCL VOLATILE ORGANIC COMPOUNDS BY G
2026-06-26__-8990104727855864312__854440 Cadillac Additional Limits June 2026.pdf.pdf,314,pretreatment,"ANALYTICAL RESULTS Trace Project ID: Client Project ID: 25L1026 2025 IPP/MAHL Additional Trace ID: 25L1026-05 Sample ID: WWTP Final Effluent Date Received: 12/15/25 13:00 Date Collected: 12/13/25Matrix: Wastewater PARAMETERS RESULTS UNITS RDL DILUTION PREPARED BYANALYZEDBY NOTES MCL METALS, TOTAL Analysis Method: EP"
2026-06-26__-8990104727855864312__854440 Cadillac Additional Limits June 2026.pdf.pdf,315,pretreatment,ANALYTICAL RESULTS Trace Project ID: Client Project ID: 25L1026 2025 IPP/MAHL Additional Trace ID: 25L1026-05 Sample ID: WWTP Final Effluent Date Received: 12/15/25 13:00 Date Collected: 12/13/25Matrix: Wastewater PARAMETERS RESULTS UNITS RDL DILUTION PREPARED BYANALYZEDBY NOTES MCL VOLATILE ORGANIC COMPOUNDS BY GC-
2026-06-26__-8990104727855864312__854440 Cadillac Additional Limits June 2026.pdf.pdf,316,pretreatment,"QUALITY CONTROL RESULTS Trace Project ID: 25L1026 Client Project ID: 2025 IPP/MAHL Additional QC Batch: T177324 QC Batch Method: EPA 200.2 Analysis Method: EPA 200.8 Rev. 5.4 Analysis Description: Beryllium, Total Parameter METHOD BLANK: T177324-BLK1 Units Blank Result Reporting Limit Notes <0.0040 0.0040Beryllium mg"
2026-06-26__-8990104727855864312__854440 Cadillac Additional Limits June 2026.pdf.pdf,317,pretreatment,-Tribromophenol (S) % 91.8 101 37-10963Terphenyl-d14 (S) % 63.4 Trace Project ID: 25L1026 Client Project ID: 2025 IPP/MAHL Additional QC Batch: T177313 QC Batch Method: GC/MS No Prep Analysis Method: EPA 625.1 SIM Analysis Description: 625 Benzidines SIM Parameter METHOD BLANK: T177313-BLK1 Units Blank Result Reporting Limit Notes <0.10 0.10Benzidine ug/L
2026-06-26__-8990104727855864312__854440 Cadillac Additional Limits June 2026.pdf.pdf,318,pretreatment,uorobiphenyl (S) % 0.760 1.00 48 14-96Terphenyl-d14 (S) % 0.482 Trace Project ID: 25L1026 Client Project ID: 2025 IPP/MAHL Additional QC Batch: T177239 QC Batch Method: EPA 624 Purge and Trap Analysis Method: EPA 624.1 Analysis Description: TTO Volatiles Parameter METHOD BLANK: T177239-BLK1 Units Blank Result Reporting Limit Notes <5.0 5.0Bromomethane ug/L
2026-06-26__-8990104727855864312__854440 Cadillac Additional Limits June 2026.pdf.pdf,319,effluent_exceedance,MCL TIC Reporting Detection Limit Tentatively Identified Compound Maximum Contamination Limit * Indicates a result that exceeds its associated MCL or Surrogate control limits N Indicates that the laboratory is not accredited by NELAP for this compound NA Indicates that the compound is not available. NOTE: Samples for volatiles that have been extracted with a water
2026-06-26__-8990104727855864312__854440 Cadillac Additional Limits June 2026.pdf.pdf,323,pretreatment,"December 23, 2025 200 North Lake Street Cadillac, MI 49601 Cindy Tomaszewski Cadillac, City of 2025 IPP/MAHL Additional 12/11/25Client Project 25L0905Trace ProjectRE: Enclosed are your analytical results. The results of this report relate only to the samples listed in the body of this report. All reports were examined through Trace's validatio"
2026-06-26__-8990104727855864312__854440 Cadillac Additional Limits June 2026.pdf.pdf,324,pretreatment,SAMPLE SUMMARY Client Project ID: Trace Project ID: 25L0905 2025 IPP/MAHL Additional 12/11/25 Trace ID Sample ID Matrix Collected By Date Collected Date Received 25L0905-01 Fiamm Wastewater 12/11/25 12/12/25 09:45DG Sample type: Grab 25L0905-02 MI Rubber Wastewater 12/11/25 12/12/25 09:45DG Sample type: Grab CER
2026-06-26__-8990104727855864312__854440 Cadillac Additional Limits June 2026.pdf.pdf,325,pretreatment,"ANALYTICAL RESULTS Trace Project ID: Client Project ID: 25L0905 2025 IPP/MAHL Additional 12/11/25 Trace ID: 25L0905-01 Sample ID: Fiamm Date Received: 12/12/25 09:45 Date Collected: 12/11/25Matrix: Wastewater PARAMETERS RESULTS UNITS RDL DILUTION PREPARED BYANALYZEDBY NOTES MCL METALS, TOTAL Analysis Method: EPA 200"
2026-06-26__-8990104727855864312__854440 Cadillac Additional Limits June 2026.pdf.pdf,326,pretreatment,ANALYTICAL RESULTS Trace Project ID: Client Project ID: 25L0905 2025 IPP/MAHL Additional 12/11/25 Trace ID: 25L0905-01 Sample ID: Fiamm Date Received: 12/12/25 09:45 Date Collected: 12/11/25Matrix: Wastewater PARAMETERS RESULTS UNITS RDL DILUTION PREPARED BYANALYZEDBY NOTES MCL VOLATILE ORGANIC COMPOUNDS BY GC-MS CE
2026-06-26__-8990104727855864312__854440 Cadillac Additional Limits June 2026.pdf.pdf,327,pretreatment,"ANALYTICAL RESULTS Trace Project ID: Client Project ID: 25L0905 2025 IPP/MAHL Additional 12/11/25 Trace ID: 25L0905-02 Sample ID: MI Rubber Date Received: 12/12/25 09:45 Date Collected: 12/11/25Matrix: Wastewater PARAMETERS RESULTS UNITS RDL DILUTION PREPARED BYANALYZEDBY NOTES MCL METALS, TOTAL Analysis Method: EPA"
2026-06-26__-8990104727855864312__854440 Cadillac Additional Limits June 2026.pdf.pdf,328,pretreatment,ANALYTICAL RESULTS Trace Project ID: Client Project ID: 25L0905 2025 IPP/MAHL Additional 12/11/25 Trace ID: 25L0905-02 Sample ID: MI Rubber Date Received: 12/12/25 09:45 Date Collected: 12/11/25Matrix: Wastewater PARAMETERS RESULTS UNITS RDL DILUTION PREPARED BYANALYZEDBY NOTES MCL VOLATILE ORGANIC COMPOUNDS BY GC-M
2026-06-26__-8990104727855864312__854440 Cadillac Additional Limits June 2026.pdf.pdf,329,pretreatment,"QUALITY CONTROL RESULTS Trace Project ID: 25L0905 Client Project ID: 2025 IPP/MAHL Additional 12/11/25 QC Batch: T177324 QC Batch Method: EPA 200.2 Analysis Method: EPA 200.8 Rev. 5.4 Analysis Description: Beryllium, Total Parameter METHOD BLANK: T177324-BLK1 Units Blank Result Reporting Limit Notes <0.0040 0.0040Ber"
2026-06-26__-8990104727855864312__854440 Cadillac Additional Limits June 2026.pdf.pdf,330,pretreatment,Trace Project ID: 25L0905 Client Project ID: 2025 IPP/MAHL Additional 12/11/25 QC Batch: T177269 QC Batch Method: GC/MS No Prep Analysis Method: EPA 625.1 SIM Analysis Description: 625 Benzidines SIM Parameter METHOD BLANK: T177269-BLK1 Units Blank Result Reporting Limit Notes <0.10 0.10Benzid
2026-06-26__-8990104727855864312__854440 Cadillac Additional Limits June 2026.pdf.pdf,332,effluent_exceedance,MCL TIC Reporting Detection Limit Tentatively Identified Compound Maximum Contamination Limit * Indicates a result that exceeds its associated MCL or Surrogate control limits N Indicates that the laboratory is not accredited by NELAP for this compound NA Indicates that the compound is not available. NOTE: Samples for volatiles that have been extracted with a water
2026-06-26__-8990104727855864312__854440 Cadillac Additional Limits June 2026.pdf.pdf,335,pretreatment,"December 29, 2025 200 North Lake Street Cadillac, MI 49601 Cindy Tomaszewski Cadillac, City of 2025 IPP/MAHL AdditionalClient Project 25L0618Trace ProjectRE: Enclosed are your analytical results. The results of this report relate only to the samples listed in the body of this report. All reports were examined through Trace's validation process"
2026-06-26__-8990104727855864312__854440 Cadillac Additional Limits June 2026.pdf.pdf,336,pretreatment,SAMPLE SUMMARY Client Project ID: Trace Project ID: 25L0618 2025 IPP/MAHL Additional Trace ID Sample ID Matrix Collected By Date Collected Date Received 25L0618-01 Piranha Wastewater 12/09/25 13:25 12/10/25 11:42DG Sample type: Grab 25L0618-02 ARVCO Wastewater 12/09/25 13:15 12/10/25 11:42DG Sample type: Grab CE
2026-06-26__-8990104727855864312__854440 Cadillac Additional Limits June 2026.pdf.pdf,337,pretreatment,"ANALYTICAL RESULTS Trace Project ID: Client Project ID: 25L0618 2025 IPP/MAHL Additional Trace ID: 25L0618-01 Sample ID: Piranha Date Received: 12/10/25 11:42 Date Collected: 12/09/25 13:25Matrix: Wastewater PARAMETERS RESULTS UNITS RDL DILUTION PREPARED BYANALYZEDBY NOTES MCL METALS, TOTAL Analysis Method: EPA 200."
2026-06-26__-8990104727855864312__854440 Cadillac Additional Limits June 2026.pdf.pdf,338,pretreatment,ANALYTICAL RESULTS Trace Project ID: Client Project ID: 25L0618 2025 IPP/MAHL Additional Trace ID: 25L0618-01 Sample ID: Piranha Date Received: 12/10/25 11:42 Date Collected: 12/09/25 13:25Matrix: Wastewater PARAMETERS RESULTS UNITS RDL DILUTION PREPARED BYANALYZEDBY NOTES MCL VOLATILE ORGANIC COMPOUNDS BY GC-MS CER
2026-06-26__-8990104727855864312__854440 Cadillac Additional Limits June 2026.pdf.pdf,339,pretreatment,"ANALYTICAL RESULTS Trace Project ID: Client Project ID: 25L0618 2025 IPP/MAHL Additional Trace ID: 25L0618-02 Sample ID: ARVCO Date Received: 12/10/25 11:42 Date Collected: 12/09/25 13:15Matrix: Wastewater PARAMETERS RESULTS UNITS RDL DILUTION PREPARED BYANALYZEDBY NOTES MCL METALS, TOTAL Analysis Method: EPA 200.8"
2026-06-26__-8990104727855864312__854440 Cadillac Additional Limits June 2026.pdf.pdf,340,pretreatment,ANALYTICAL RESULTS Trace Project ID: Client Project ID: 25L0618 2025 IPP/MAHL Additional Trace ID: 25L0618-02 Sample ID: ARVCO Date Received: 12/10/25 11:42 Date Collected: 12/09/25 13:15Matrix: Wastewater PARAMETERS RESULTS UNITS RDL DILUTION PREPARED BYANALYZEDBY NOTES MCL VOLATILE ORGANIC COMPOUNDS BY GC-MS CERTI
2026-06-26__-8990104727855864312__854440 Cadillac Additional Limits June 2026.pdf.pdf,341,pretreatment,"QUALITY CONTROL RESULTS Trace Project ID: 25L0618 Client Project ID: 2025 IPP/MAHL Additional QC Batch: T177155 QC Batch Method: EPA 200.2 Analysis Method: EPA 200.8 Rev. 5.4 Analysis Description: Beryllium, Total Parameter METHOD BLANK: T177155-BLK1 Units Blank Result Reporting Limit Notes <0.0040 0.0040Beryllium mg"
2026-06-26__-8990104727855864312__854440 Cadillac Additional Limits June 2026.pdf.pdf,342,pretreatment,6-Tribromophenol (S) % 117 105 37-10990Terphenyl-d14 (S) % 94.3 Trace Project ID: 25L0618 Client Project ID: 2025 IPP/MAHL Additional QC Batch: T177123 QC Batch Method: GC/MS No Prep Analysis Method: EPA 625.1 SIM Analysis Description: 625 Benzidines SIM Parameter METHOD BLANK: T177123-BLK1 Units Blank Result Reporting Limit Notes <0.10 0.10Benzidine ug/L
2026-06-26__-8990104727855864312__854440 Cadillac Additional Limits June 2026.pdf.pdf,344,effluent_exceedance,MCL TIC Reporting Detection Limit Tentatively Identified Compound Maximum Contamination Limit * Indicates a result that exceeds its associated MCL or Surrogate control limits N Indicates that the laboratory is not accredited by NELAP for this compound NA Indicates that the compound is not available. NOTE: Samples for volatiles that have been extracted with a water
2026-07-13__-2335537377096476465__Cadillac SUO w proposed mark ups - jeff 5302024 July2026.pdf.pdf,2,effluent_exceedance,"the system did not, at the time of such construction and financing, have an expected useful or design l ife that would exceed the term of the bonded indebtedness issued to finance such improvement or capital acquisition and paid for by rates and charges. (g) Charges, rates and fees for nonresidents. The city has previously found, and hereby ratifies and confi"
2026-07-13__-2335537377096476465__Cadillac SUO w proposed mark ups - jeff 5302024 July2026.pdf.pdf,3,pretreatment,"into the sanitary sewer system by a discharger as a result of an accident or failure of a facility within the plant or pretreatment facility. Act or the act means the Federal Water Pollution Control Act, also known as the Clean Water Act, as amended, 33 USC 1251 et seq. Approval authority means the State of Michigan as the approval authority as Michigan has an EP"
2026-07-13__-2335537377096476465__Cadillac SUO w proposed mark ups - jeff 5302024 July2026.pdf.pdf,4,effluent_exceedance,r multiple analyses for that day as determined by the city. Daily maximum means the concentration which shall not be exceeded on any single calendar day. Direct discharge means the discharge of treated or untreated wastewater directly to the waters of the state. Director means the person designated by the city to supervise the operation of the publicly owned
2026-07-13__-2335537377096476465__Cadillac SUO w proposed mark ups - jeff 5302024 July2026.pdf.pdf,4,pretreatment,"Created: 2023-03-15 15:41:22 [EST] (Supp. No. 15) Page 4 of 41 Categorical pretreatment standards means any regulation containing pollutant discharge limits promulgated by the EPA in accordance with section 307(b) and (c) of the Clean Water Act, 33 USC Sec 1317, which apply to a specific category of nondomestic users and wh"
2026-07-13__-2335537377096476465__Cadillac SUO w proposed mark ups - jeff 5302024 July2026.pdf.pdf,5,pretreatment,"ent, Great Lakes, and Energy (EGLE) means the state department responsible for approving NPDES permits and Industrial Pretreatment Program approval and oversight, or its successor. Monthly average means the sum of all “daily discharges” measured during a calendar month divided by the number of “daily discharges” measured during that month. Monthly average limit m"
2026-07-13__-2335537377096476465__Cadillac SUO w proposed mark ups - jeff 5302024 July2026.pdf.pdf,6,effluent_exceedance,erational upset means an exceptional incident in which the discharger unintentionally and temporarily is in a state of noncompliance with the terms of the discharge permit or with various federal or state parameters and as a result of factors not under reasonable control of the discharger. An upset does not include noncompliance to the extent caused by operational err
2026-07-13__-2335537377096476465__Cadillac SUO w proposed mark ups - jeff 5302024 July2026.pdf.pdf,7,effluent_exceedance,"versely affect the POTW or a reasonable potential to violate any pretreatment standard or requirement . Significant noncompliance (SNC) means: (1) Chronic violations of wastewater discharge limits, defined herein, as those in which 66 percent or more of all of the measurements taken during a six-month period exceed (by any magnitude) the daily maximum limit or th"
2026-07-13__-2335537377096476465__Cadillac SUO w proposed mark ups - jeff 5302024 July2026.pdf.pdf,7,pretreatment,"d representatives. POTW treatment plant means the portion of the POTW designed to provide treatment to wastewater. Pretreatment or treatment means the reduction of the amount of pollutants, the elimination of pollutants, or the alteration of the nature of pollutant properties in wastewater to a less harmful state prior to or in lieu of discharging or otherwise in"
2026-07-13__-2335537377096476465__Cadillac SUO w proposed mark ups - jeff 5302024 July2026.pdf.pdf,8,enforcement,"eet, within 90 days after the schedule date, a compliance schedule milestone contained in a local control mechanism or enforcement order for starting construction, completing construction, or attaining final compliance. (6) Failure to provide, within 30 days after the due date, required reports such as baseline monitoring reports, 90 day compliance reports, period"
2026-07-13__-2335537377096476465__Cadillac SUO w proposed mark ups - jeff 5302024 July2026.pdf.pdf,8,effluent_exceedance,"h 33 percent or more of all of the measurements for each pollutant parameter taken during a six -month period equal or exceed the product of the daily maximum limit or the average limit multiplied by the applicable TRC (TRC = 1.4 for conventional pollutants, BOD, TSS, fats, oil and grease, and 1.2 for all other pollutants except pH). (3) Any other violation o"
2026-07-13__-2335537377096476465__Cadillac SUO w proposed mark ups - jeff 5302024 July2026.pdf.pdf,8,pretreatment,"pollutants, BOD, TSS, fats, oil and grease, and 1.2 for all other pollutants except pH). (3) Any other violation of a pretreatment effluent limit, daily maximum, or longer-term average that the control authority determines has caused, alone or in combination with other discharges, interference or pass through, including endangering the health of POTW personnel or th"
2026-07-13__-2335537377096476465__Cadillac SUO w proposed mark ups - jeff 5302024 July2026.pdf.pdf,13,pretreatment,"ese general prohibitions apply to all such users of a POTW whether or not the user is subject to national categorical pretreatment standards or any other national, state, or local pretreatment standards or requirements. (b) A user may not contribute the following substances to any POTW: (1) Any wastewater having a temperature which will inhibit biological activity"
2026-07-13__-2335537377096476465__Cadillac SUO w proposed mark ups - jeff 5302024 July2026.pdf.pdf,14,effluent_exceedance,"Created: 2023-03-15 15:41:23 [EST] (Supp. No. 15) Page 14 of 41 POTW which exceeds 40 degrees Celsius (104 degrees Fahrenheit) unless the POTW treatment plant is designed to accommodate such temperature. (2) Any gasoline, benzene, naphtha, fuel oil, or other flammable or explosive liquid, solid or gas. Pollutants whi"
2026-07-13__-2335537377096476465__Cadillac SUO w proposed mark ups - jeff 5302024 July2026.pdf.pdf,14,pretreatment,"e capable of creating a public nuisance. (8) Any waters and/or wastes not complying to all NPDES permit requirements, pretreatment standards, and all other unspecified state and federal regulations. (9) Any waters or wastewaters having chlorine demand in excess of 15 mg/l. (10) Any waters or wastes having a pH less than 5.5 and greater than 9.5. (11) Any substa"
2026-07-13__-2335537377096476465__Cadillac SUO w proposed mark ups - jeff 5302024 July2026.pdf.pdf,19,enforcement,"ardous waste sources. (Prior Code, § 2.221; Ord. No. 2000-09, 5-15-2000) Secs. 42-397—42-420. Reserved. DIVISION 8. ENFORCEMENT Sec. 42-421. Collection of rates. The utilities department is hereby authorized to enforce the payment of charges for sewer service to any premises by discontinuing the water service to such premises and the payment of charges for sewag"
2026-07-13__-2335537377096476465__Cadillac SUO w proposed mark ups - jeff 5302024 July2026.pdf.pdf,20,pfas,cept hauled waste from destinations that originate from within or outside the city. This policy will include accepting leachate from a type II landfill that accepts the solid waste from the city's contracted waste haulers.
2026-07-13__-2335537377096476465__Cadillac SUO w proposed mark ups - jeff 5302024 July2026.pdf.pdf,22,pfas,"ions: (1) Class I: septage from domestic origins; (2) Class II: septage from non-domestic origins; (3) Class III: leachate from type II landfills only; (4) Class IV: industrial/commercial wastes, groundwater decontamination project wastewaters, underground tank removal waste products and other nondramatic wastes as defined by federal, state and local laws."
2026-07-13__-2335537377096476465__Cadillac SUO w proposed mark ups - jeff 5302024 July2026.pdf.pdf,22,pretreatment,"interference or may result in a violation of the POTW NPDES permit (pass through), or where the discharge violates a pretreatment standard or requirement. The city shall also have the right to request load analysis before accepting any material from an unknown source. (Prior Code, § 2.126.3; Ord. No. 2000-09, 5-15-2000; Ord. No. 2016-03, § 1, 3-21-2016) Sec. 42-4"
2026-07-13__-2335537377096476465__Cadillac SUO w proposed mark ups - jeff 5302024 July2026.pdf.pdf,23,enforcement,"irect and indirect contributors to the system through the issuance of permits to certain nondomestic users and through enforcement of general requirements for other users, authorizes monitoring and enforcement activities, requires user reporting, assumes that existing user's capacity will not be preempted, and provides for the setting of fees for the equitable distr"
2026-07-13__-2335537377096476465__Cadillac SUO w proposed mark ups - jeff 5302024 July2026.pdf.pdf,23,pfas,"agreement. This section acknowledges the existence of an interjurisdictional agreement between the City of Cadillac, Wexford County DPW, and the Townships of Haring, Selma, Cherry Grove and Clam Lake for the operation of the industrial pretreatment program in these townships. This interjurisdictional agreement gives the city the authority to regulate and monit"
2026-07-13__-2335537377096476465__Cadillac SUO w proposed mark ups - jeff 5302024 July2026.pdf.pdf,23,pretreatment,"9, 5-15-2000; Ord. No. 2016-03, § 1, 3-21-2016) Secs. 42-451—42-468. Reserved. DIVISION 10. INDUSTRIAL MONITORING AND PRETREATMENT Sec. 42-469. Purpose and policy. (a) This division sets forth uniform requirements for direct and indirect contributors into the wastewater and treatment system, for the city and enables the city to comply with all applicable state and"
2026-07-13__-2335537377096476465__Cadillac SUO w proposed mark ups - jeff 5302024 July2026.pdf.pdf,24,effluent_exceedance,orrective actions. Affirmative defense: 1) An upset shall constitute an affirmative defense to an action brought for noncompliance with categorical pretreatment standards if the provisions of (2) below are met.
2026-07-13__-2335537377096476465__Cadillac SUO w proposed mark ups - jeff 5302024 July2026.pdf.pdf,24,pretreatment,"42-472. Modification of specific limits. Where the system achieves consistent removal of pollutants limited by federal pretreatment standards, the city may apply to the approval authority for modification of specific limits in the federal pretreatment standards in accordance with the procedure in 40 CFR 403.7. The city may then modify pollutant discharge limits in t"
2026-07-13__-2335537377096476465__Cadillac SUO w proposed mark ups - jeff 5302024 July2026.pdf.pdf,25,pretreatment,"ons listed in division 5 of this article, the city shall enforce the limitation specified by any pertinent categorical pretreatment standards and any city specific local limits. (Prior Code, § 2.138.1; Ord. No. 2000-09, 5-15-2000) Sec. 42-479. Categorical pretreatment standards. All federal categorical industries, as identified in the definition of categorical pret"
