"Created","Name","Description","Category","SystemId","Program","FunctionalArea","SourceNumber","SourceType","Url","LocalPath","DownloadStatus","Error"
"2020-10-30","FY20 TVS Reduction Log-Nov 2019 and May 2020.xlsx","TVS & 38% Reduction.xlsx; Data for Fall 2019 (Nov.) and Spring 2020 (May) hauling months;","Form Submission Attachments","7364327176372798168","WRD - NPDES","Application/Request","HP3-HWDR-V8Y73","Schedule - Biosolids Annual Report","https://mienviro.michigan.gov/ncore/downloadpdf/7364327176372798168","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2020-10-30__7364327176372798168__FY20 TVS Reduction Log-Nov 2019 and May 2020.xlsx.pdf","Downloaded",""
"2023-01-27","Categorical determination - Cadillac casting.msg","Categorical Determination info request from EGLE to Cadillac Casting","Industrial Pretreatment Program (IPP)","7397616175680015486","n/a","Site","15637","Site","https://mienviro.michigan.gov/ncore/downloadpdf/7397616175680015486","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2023-01-27__7397616175680015486__Categorical determination - Cadillac casting.msg.pdf","Downloaded",""
"2020-03-24","SIU-CIU_List.xlsx","nForm Document","Form Submission Attachments","7404543692145492921","WRD - NPDES","Application/Request","HNY-0A3C-HVRY7","Schedule - Michigan Industrial Pretreatment Program (IPP) Annual Report","https://mienviro.michigan.gov/ncore/downloadpdf/7404543692145492921","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2020-03-24__7404543692145492921__SIU-CIU_List.xlsx.pdf","Downloaded",""
"2017-05-17","DMR Summary - MI0020257 _04_01_2017_to_04_30_2017_V1.docx","DMR Summary Data for period 04/01/2017 - 04/30/2017_V1","Schedule - DMR Documents","7441804851118153573","WRD - NPDES","Permit","MI0020257 v5.1","NPDES Individual Permit","https://mienviro.michigan.gov/ncore/downloadpdf/7441804851118153573","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2017-05-17__7441804851118153573__DMR Summary - MI0020257 _04_01_2017_to_04_30_2017_V1.docx.pdf","Downloaded",""
"2020-04-03","FY20 Pathogen results-Fall.pdf","came w/ em from WWTP","NPDES Submittal Docs","7466681245637844361","WRD - NPDES","Application/Request","HNX-E8Q7-TQ4BF","Schedule - Biosolids Residuals Management Program (RMP) Submittal or Modification","https://mienviro.michigan.gov/ncore/downloadpdf/7466681245637844361","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2020-04-03__7466681245637844361__FY20 Pathogen results-Fall.pdf.pdf","Downloaded",""
"2022-03-25","AAR Facility.docx","nForm Document","Form Submission Attachments","7575683056928006754","WRD - NPDES","Application/Request","HPG-1ZSF-KC99G","Permit Change - National Pollutant Discharge Elimination System (NPDES) Municipal Application Form (Reissuance)","https://mienviro.michigan.gov/ncore/downloadpdf/7575683056928006754","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2022-03-25__7575683056928006754__AAR Facility.docx.pdf","Downloaded",""
"2018-11-29","2018 IPP Screening - Monitoring Plan.Update181130.pdf v1","2018 IPP Screening - Monitoring Plan.Update181130.pdf","Applicant Attachments","7542728895285267816","WRD - NPDES","Application/Request","HNJ-P0ZX-8AVDS","Schedule - IPP PFAS Summary Report","https://mienviro.michigan.gov/ncore/downloadpdf/7542728895285267816","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2018-11-29__7542728895285267816__2018 IPP Screening - Monitoring Plan.Update181130.pdf v1.pdf","Downloaded",""
"2022-12-14","MI0020257_2022-11-01_to_2022-11-30_DMR.pdf","","Schedule - DMR Documents","7493418984917684481","WRD - NPDES","Permit","MI0020257 v6.0","Schedule - DMR","https://mienviro.michigan.gov/ncore/downloadpdf/7493418984917684481","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2022-12-14__7493418984917684481__MI0020257_2022-11-01_to_2022-11-30_DMR.pdf.pdf","Downloaded",""
"2019-10-28","FY19 Land Applic Site List Info.pdf v1","Site Information.pdf; 8 sites used for LA;","Applicant Attachments","7537303492911861212","WRD - NPDES","Application/Request","HNT-5SPH-XVKKZ","Schedule - Biosolids Annual Report","https://mienviro.michigan.gov/ncore/downloadpdf/7537303492911861212","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2019-10-28__7537303492911861212__FY19 Land Applic Site List Info.pdf v1.pdf","Downloaded",""
"2021-11-04","Read Receipt for VN-012230.pdf","","Water Quality VNs, SVNs, ENs","7533708642884943679","WRD - NPDES","Compliance Action","VN-012230","Violation Notice","https://mienviro.michigan.gov/ncore/downloadpdf/7533708642884943679","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2021-11-04__7533708642884943679__Read Receipt for VN-012230.pdf.pdf","Downloaded",""
"2022-04-19","MI0020257_2022-03-01_to_2022-03-31_DMR.pdf","","Schedule - DMR Documents","7584257851526266595","WRD - NPDES","Permit","MI0020257 v6.0","Schedule - DMR","https://mienviro.michigan.gov/ncore/downloadpdf/7584257851526266595","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2022-04-19__7584257851526266595__MI0020257_2022-03-01_to_2022-03-31_DMR.pdf.pdf","Downloaded",""
"2018-10-29","FY18 As Applied 21N09W20-TC01.pdf v1","As Applied 21N9W20TC01.pdf","Applicant Attachments","7576125700585566965","WRD - NPDES","Application/Request","HNH-M790-67ZPK","Schedule - Biosolids Annual Report","https://mienviro.michigan.gov/ncore/downloadpdf/7576125700585566965","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2018-10-29__7576125700585566965__FY18 As Applied 21N09W20-TC01.pdf v1.pdf","Downloaded",""
"2018-10-29","FY18 Temp Logs.pdf v1","11-17 Temp Logs.pdf; Fall 2017","Applicant Attachments","7591858704755305697","WRD - NPDES","Application/Request","HNH-M790-67ZPK","Schedule - Biosolids Annual Report","https://mienviro.michigan.gov/ncore/downloadpdf/7591858704755305697","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2018-10-29__7591858704755305697__FY18 Temp Logs.pdf v1.pdf","Downloaded",""
"2020-07-31","HP1-NF8B-MDEG6 V1.pdf v1","Submission PDF","Misc. Application and Request Docs","7621784426946083240","WRD - NPDES","Application/Request","HP1-NF8B-MDEG6","Schedule - Asset Management Annual Report","https://mienviro.michigan.gov/ncore/downloadpdf/7621784426946083240","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2020-07-31__7621784426946083240__HP1-NF8B-MDEG6 V1.pdf v1.pdf","Downloaded",""
"2023-10-05","RE Cadillac WWTP - Asset Management.msg","","Misc. NPDES Permit Docs","7705666445379538630","WRD - NPDES","Permit","MI0020257 v7.0","NPDES Individual Permit","https://mienviro.michigan.gov/ncore/downloadpdf/7705666445379538630","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2023-10-05__7705666445379538630__RE Cadillac WWTP - Asset Management.msg.pdf","Downloaded",""
"2015-09-30","Cadillac Mod Basis for Decision Memo.doc","","NPDES Individual Permit","7718544574668863958","WRD - NPDES","Permit","MI0020257 v5.1","NPDES Individual Permit","https://mienviro.michigan.gov/ncore/downloadpdf/7718544574668863958","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2015-09-30__7718544574668863958__Cadillac Mod Basis for Decision Memo.doc.pdf","Downloaded",""
"2021-01-25","EM-CPLR Notification examples.msg","EGLE email to WWTP Oper.","Misc Site Docs","7655166816613235567","n/a","Site","15637","Site","https://mienviro.michigan.gov/ncore/downloadpdf/7655166816613235567","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2021-01-25__7655166816613235567__EM-CPLR Notification examples.msg.pdf","Downloaded",""
"2017-05-09","emails regd verbal notify BOD exceed 050917 ul MiW.msg","","NPDES Misc. Site Docs","7735398460674456608","n/a","Site","15637","Site","https://mienviro.michigan.gov/ncore/downloadpdf/7735398460674456608","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2017-05-09__7735398460674456608__emails regd verbal notify BOD exceed 050917 ul MiW.msg.pdf","Downloaded",""
"2023-04-20","MI0020257_2023-03-01_to_2023-03-31_DMR.pdf","","Schedule - DMR Documents","7751947053449677155","WRD - NPDES","Permit","MI0020257 v6.0","Schedule - DMR","https://mienviro.michigan.gov/ncore/downloadpdf/7751947053449677155","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2023-04-20__7751947053449677155__MI0020257_2023-03-01_to_2023-03-31_DMR.pdf.pdf","Downloaded",""
"2025-10-21","250317.biosolids.pathogens.HML.pdf","nForm Document","Form Submission Attachments","7710627415890729851","WRD - NPDES","Application/Request","HQG-GM42-A2DBC","Schedule - Biosolids Annual Report","https://mienviro.michigan.gov/ncore/downloadpdf/7710627415890729851","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2025-10-21__7710627415890729851__250317.biosolids.pathogens.HML.pdf.pdf","Downloaded",""
"2013-06-07","Cadillac WWTP IPP 2011.pdf","","Conversion - Permit","7597357992452969174","WRD - NPDES","Application/Request","ce_soc_detail-25458","Schedule - Michigan Industrial Pretreatment Program Annual Report","https://mienviro.michigan.gov/ncore/downloadpdf/7597357992452969174","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2013-06-07__7597357992452969174__Cadillac WWTP IPP 2011.pdf.pdf","Downloaded",""
"2019-06-18","DMR Summary - MI0020257 _07_01_2017_to_07_31_2017_V2.docx","DMR Summary Data for period 07/01/2017 - 07/31/2017_V2","Schedule - DMR Documents","7770092575462630038","WRD - NPDES","Permit","MI0020257 v5.1","NPDES Individual Permit","https://mienviro.michigan.gov/ncore/downloadpdf/7770092575462630038","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2019-06-18__7770092575462630038__DMR Summary - MI0020257 _07_01_2017_to_07_31_2017_V2.docx.pdf","Downloaded",""
"2023-02-01","Biosolids CPLR 20N09W06-DI01.xls","","NPDES Submittal Docs","7934928867011931261","WRD - NPDES","Application/Request","HPN-5DCS-H4WTR","Schedule - Biosolids Annual Report","","","No download link",""
"2022-03-25","Hutchinson.docx","nForm Document","Form Submission Attachments","7798043710107434054","WRD - NPDES","Application/Request","HPG-1ZSF-KC99G","Permit Change - National Pollutant Discharge Elimination System (NPDES) Municipal Application Form (Reissuance)","https://mienviro.michigan.gov/ncore/downloadpdf/7798043710107434054","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2022-03-25__7798043710107434054__Hutchinson.docx.pdf","Downloaded",""
"2018-10-29","FW_ TestAmerica invoice and report files from 190-17646-1 City of Cadillac.msg","","Industrial Pretreatment Program (IPP)","7777500079687113609","n/a","Site","15637","Site","https://mienviro.michigan.gov/ncore/downloadpdf/7777500079687113609","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2018-10-29__7777500079687113609__FW_ TestAmerica invoice and report files from 190-17646-1 City of Cadillac.msg.pdf","Downloaded",""
"2020-02-18","DMR Summary - MI0020257 _01_01_2020_to_01_31_2020_V1.docx","DMR Summary Data for period 01/01/2020 - 01/31/2020_V1","Schedule - DMR Documents","7829297075121030860","WRD - NPDES","Permit","MI0020257 v6.0","NPDES Individual Permit","https://mienviro.michigan.gov/ncore/downloadpdf/7829297075121030860","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2020-02-18__7829297075121030860__DMR Summary - MI0020257 _01_01_2020_to_01_31_2020_V1.docx.pdf","Downloaded",""
"2018-05-15","IMG_0032-cas.JPG","Biosolids hauling lab data - Oct. 2017","NPDES Biosolids Evaluation","7845561818448436059","WRD - NPDES","Evaluation","E-DHWW-FYB-ZBN","Biosolids Audit (05/11/2018)","https://mienviro.michigan.gov/ncore/downloadpdf/7845561818448436059","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2018-05-15__7845561818448436059__IMG_0032-cas.JPG.pdf","Downloaded",""
"2020-04-03","EM-Documentation to continue the RMP Mod Review.msg","from WWTP","NPDES Submittal Docs","7830709612651859340","WRD - NPDES","Application/Request","HNX-E8Q7-TQ4BF","Schedule - Biosolids Residuals Management Program (RMP) Submittal or Modification","https://mienviro.michigan.gov/ncore/downloadpdf/7830709612651859340","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2020-04-03__7830709612651859340__EM-Documentation to continue the RMP Mod Review.msg.pdf","Downloaded",""
"2018-07-26","Compliance Correspondence_Cadillac WWTP - Updated Narrative and Flow Diagram.msg","-Facility providing disinfection update in narrative description to mention UV","NPDES Application Docs","7890631484964037993","WRD - NPDES","Application/Request","2Q7-HQ21-P66B","Permit Change - National Pollutant Discharge Elimination System (NPDES) Municipal Application Form (Reissuance)","https://mienviro.michigan.gov/ncore/downloadpdf/7890631484964037993","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2018-07-26__7890631484964037993__Compliance Correspondence_Cadillac WWTP - Updated Narrative and Flow Diagram.msg.pdf","Downloaded",""
"2024-12-19","MI0020257_2024-11-01_to_2024-11-30_DMR.pdf","","Schedule - DMR Documents","7862861734108588722","WRD - NPDES","Permit","MI0020257 v7.0","Schedule - DMR","https://mienviro.michigan.gov/ncore/downloadpdf/7862861734108588722","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2024-12-19__7862861734108588722__MI0020257_2024-11-01_to_2024-11-30_DMR.pdf.pdf","Downloaded",""
"2024-10-17","MI0020257_2024-09-01_to_2024-09-30_DMR.pdf","","Schedule - DMR Documents","7899524153410466852","WRD - NPDES","Permit","MI0020257 v7.0","Schedule - DMR","https://mienviro.michigan.gov/ncore/downloadpdf/7899524153410466852","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2024-10-17__7899524153410466852__MI0020257_2024-09-01_to_2024-09-30_DMR.pdf.pdf","Downloaded",""
"2017-10-13","2017 As Applied - 17EK01.xlsx v1","Land App Site - April 2017","Applicant Attachments","7951970310208812203","WRD - NPDES","Application/Request","HN8-AEB3-S8NKF","Schedule - Biosolids Annual Report","https://mienviro.michigan.gov/ncore/downloadpdf/7951970310208812203","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2017-10-13__7951970310208812203__2017 As Applied - 17EK01.xlsx v1.pdf","Downloaded",""
"2021-12-02","HPD-MWSX-Y48BC V2.pdf v2","Submission PDF","Misc. Application and Request Docs","7929871620943933588","WRD - NPDES","Application/Request","HPD-MWSX-Y48BC","Schedule - PFAS POTW Effluent Monitoring Report","https://mienviro.michigan.gov/ncore/downloadpdf/7929871620943933588","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2021-12-02__7929871620943933588__HPD-MWSX-Y48BC V2.pdf v2.pdf","Downloaded",""
"2025-02-10","MI0020257_2025-01-01_to_2025-01-31_DMR.pdf","","Schedule - DMR Documents","7853322543497302151","WRD - NPDES","Permit","MI0020257 v7.0","Schedule - DMR","https://mienviro.michigan.gov/ncore/downloadpdf/7853322543497302151","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2025-02-10__7853322543497302151__MI0020257_2025-01-01_to_2025-01-31_DMR.pdf.pdf","Downloaded",""
"2025-04-30","Cadillac WWTP 2025 PFAS Biosolids Letter.msg","","Misc. Submittal Docs","7982831860443566308","WRD - NPDES","Application/Request","HQB-6T2F-9M76H","Schedule - Biosolids PFAS Monitoring Report","https://mienviro.michigan.gov/ncore/downloadpdf/7982831860443566308","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2025-04-30__7982831860443566308__Cadillac WWTP 2025 PFAS Biosolids Letter.msg.pdf","Downloaded",""
"2020-02-11","FY20 RMP Mod Request Letter.doc","2020 RMP Amend.doc; nForm Document;","Form Submission Attachments","8000300937872960374","WRD - NPDES","Application/Request","HNX-E8Q7-TQ4BF","Schedule - Biosolids Residuals Management Program (RMP) Submittal or Modification","https://mienviro.michigan.gov/ncore/downloadpdf/8000300937872960374","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2020-02-11__8000300937872960374__FY20 RMP Mod Request Letter.doc.pdf","Downloaded",""
"2018-05-08","IMG_0017-cas.JPG","taken during field inspection","NPDES Biosolids Evaluation","8003210494888166808","WRD - NPDES","Evaluation","E-DHWW-FYB-ZBN","Biosolids Audit (05/11/2018)","https://mienviro.michigan.gov/ncore/downloadpdf/8003210494888166808","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2018-05-08__8003210494888166808__IMG_0017-cas.JPG.pdf","Downloaded",""
"2018-11-28","EM-FY18 LA docs and DTs submitted for Biosolids AR - revised certification.msg","from facility","NPDES Submittal Docs","7983495502099291771","WRD - NPDES","Application/Request","HNH-M790-67ZPK","Schedule - Biosolids Annual Report","https://mienviro.michigan.gov/ncore/downloadpdf/7983495502099291771","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2018-11-28__7983495502099291771__EM-FY18 LA docs and DTs submitted for Biosolids AR - revised certification.msg.pdf","Downloaded",""
"2013-09-25","QA QC Report - Individual Permit.doc","QA QC Report - Individual Permit","Conversion - Permit","8003362588879650113","WRD - NPDES","Permit","MI0020257 v5.0","NPDES Individual Permit","https://mienviro.michigan.gov/ncore/downloadpdf/8003362588879650113","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2013-09-25__8003362588879650113__QA QC Report - Individual Permit.doc.pdf","Downloaded",""
"2019-03-04","Cadillac WWTP PFAS Interim and Summary Rpt Approval Letter.pdf","IPP PFAS Interim and Summary Report Approval Letter BIN 2","Industrial Pretreatment Program (IPP)","8004028571974457714","WRD - NPDES","Application/Request","HNF-P7H3-DCN87","Schedule - IPP PFAS Interim Report-1","https://mienviro.michigan.gov/ncore/downloadpdf/8004028571974457714","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2019-03-04__8004028571974457714__Cadillac WWTP PFAS Interim and Summary Rpt Approval Letter.pdf.pdf","Downloaded",""
"2019-10-28","FY19 Fecal Only result-retest.pdf v1","HML Fecals 4-18-2019.pdf; April 19' - Fecal still didn't meet;","Applicant Attachments","8017569878524048059","WRD - NPDES","Application/Request","HNT-5SPH-XVKKZ","Schedule - Biosolids Annual Report","https://mienviro.michigan.gov/ncore/downloadpdf/8017569878524048059","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2019-10-28__8017569878524048059__FY19 Fecal Only result-retest.pdf v1.pdf","Downloaded",""
"2021-09-09","HPB-KP8T-GKSNS V1.pdf v1","Submission PDF","Misc. Application and Request Docs","8103832926959524260","WRD - NPDES","Application/Request","HPB-KP8T-GKSNS","Schedule - Certification of Completion of Additional Monitoring Requirements","https://mienviro.michigan.gov/ncore/downloadpdf/8103832926959524260","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2021-09-09__8103832926959524260__HPB-KP8T-GKSNS V1.pdf v1.pdf","Downloaded",""
"2024-07-19","MI0020257_2024-06-01_to_2024-06-30_DMR.pdf","","Schedule - DMR Documents","8052270716262584561","WRD - NPDES","Permit","MI0020257 v7.0","Schedule - DMR","https://mienviro.michigan.gov/ncore/downloadpdf/8052270716262584561","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2024-07-19__8052270716262584561__MI0020257_2024-06-01_to_2024-06-30_DMR.pdf.pdf","Downloaded",""
"2026-03-11","MI0020257_2026-02-01_to_2026-02-28_DMR.pdf","","Schedule - DMR Documents","8102816380018443357","WRD - NPDES","Permit","MI0020257 v7.0","Schedule - DMR","https://mienviro.michigan.gov/ncore/downloadpdf/8102816380018443357","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2026-03-11__8102816380018443357__MI0020257_2026-02-01_to_2026-02-28_DMR.pdf.pdf","Downloaded",""
"2014-08-04","Sampling Field Sheet.doc","Sampling Field Sheet","Conversion - Eval","8152724494912613868","WRD - NPDES","Evaluation","E-832F-E9-D657","NPDES CSI-Toxics (10/14/2014)","https://mienviro.michigan.gov/ncore/downloadpdf/8152724494912613868","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2014-08-04__8152724494912613868__Sampling Field Sheet.doc.pdf","Downloaded",""
"2025-06-18","MI0020257_2025-05-01_to_2025-05-31_DMR.pdf","","Schedule - DMR Documents","8173427442946719350","WRD - NPDES","Permit","MI0020257 v7.0","Schedule - DMR","https://mienviro.michigan.gov/ncore/downloadpdf/8173427442946719350","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2025-06-18__8173427442946719350__MI0020257_2025-05-01_to_2025-05-31_DMR.pdf.pdf","Downloaded",""
"2013-11-19","Compliance Communication.doc","Compliance Communication","Conversion - Eval","8202189061190805836","WRD - NPDES","Evaluation","E-CF37-78-F1CD","NPDES Compliance Evaluation Inspection (CEI) (09/30/2013)","https://mienviro.michigan.gov/ncore/downloadpdf/8202189061190805836","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2013-11-19__8202189061190805836__Compliance Communication.doc.pdf","Downloaded",""
"2025-04-16","IPP Annual Report.msg","","Industrial Pretreatment Program (IPP)","8215308103086839996","WRD - NPDES","Application/Request","HQB-BNKM-1SC3Q","Schedule - Michigan Industrial Pretreatment Program (IPP) Annual Report","https://mienviro.michigan.gov/ncore/downloadpdf/8215308103086839996","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2025-04-16__8215308103086839996__IPP Annual Report.msg.pdf","Downloaded",""
"2018-05-15","Docs from WWTP.pdf","rec'd from operator during audit","NPDES Biosolids Evaluation","8194633805971928943","WRD - NPDES","Evaluation","E-DHWW-FYB-ZBN","Biosolids Audit (05/11/2018)","https://mienviro.michigan.gov/ncore/downloadpdf/8194633805971928943","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2018-05-15__8194633805971928943__Docs from WWTP.pdf.pdf","Downloaded",""
"2019-06-04","NPDES Permit-DRAFT for Public Notice_Cadillac WWTP.pdf","","Misc. NPDES Permit Docs","8202905883452332436","WRD - NPDES","Permit","MI0020257 v6.0","NPDES Individual Permit","https://mienviro.michigan.gov/ncore/downloadpdf/8202905883452332436","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2019-06-04__8202905883452332436__NPDES Permit-DRAFT for Public Notice_Cadillac WWTP.pdf.pdf","Downloaded",""
"2011-03-09","Cadillac WWTP 0111.xls","","Conversion - Application / Request","8226216266026071417","WRD - NPDES","Evaluation","E-3F12-26-C65D","CSI-Conventionals Only (02/03/2011)","https://mienviro.michigan.gov/ncore/downloadpdf/8226216266026071417","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2011-03-09__8226216266026071417__Cadillac WWTP 0111.xls.pdf","Downloaded",""
"2018-11-05","HNH-YJTD-MY6A8 V1.pdf v1","","Misc. Application and Request Docs","8236365490693403605","WRD - NPDES","Application/Request","HNH-YJTD-MY6A8","Application - No Exposure Certification (NEC) for Exclusion of Coverage under the NPDES Stormwater Discharges Associated with Industrial Activity","https://mienviro.michigan.gov/ncore/downloadpdf/8236365490693403605","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2018-11-05__8236365490693403605__HNH-YJTD-MY6A8 V1.pdf v1.pdf","Downloaded",""
"2020-12-09","DMR Summary - MI0020257 _11_01_2020_to_11_30_2020_V1.docx","DMR Summary Data for period 11/01/2020 - 11/30/2020_V1","Schedule - DMR Documents","8229030749320318482","WRD - NPDES","Permit","MI0020257 v6.0","NPDES Individual Permit","https://mienviro.michigan.gov/ncore/downloadpdf/8229030749320318482","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2020-12-09__8229030749320318482__DMR Summary - MI0020257 _11_01_2020_to_11_30_2020_V1.docx.pdf","Downloaded",""
"2018-07-31","Application Incomplete Ltr-Compliance_Cadillac WWTP_Final Narrative and Flow Diagram.msg","-Narrative and Flow Diagram updated to include UV","NPDES Application Docs","8260746469098060718","WRD - NPDES","Application/Request","2Q7-HQ21-P66B","Permit Change - National Pollutant Discharge Elimination System (NPDES) Municipal Application Form (Reissuance)","https://mienviro.michigan.gov/ncore/downloadpdf/8260746469098060718","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2018-07-31__8260746469098060718__Application Incomplete Ltr-Compliance_Cadillac WWTP_Final Narrative and Flow Diagram.msg.pdf","Downloaded",""
"2013-05-20","Permit Template - Municipal.doc","Permit Template - Municipal","Conversion - Permit","8273775742265584790","WRD - NPDES","Permit","MI0020257 v5.0","NPDES Individual Permit","https://mienviro.michigan.gov/ncore/downloadpdf/8273775742265584790","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2013-05-20__8273775742265584790__Permit Template - Municipal.doc.pdf","Downloaded",""
"2025-03-20","DMRQA Study 44-Cadillac WWTP.pdf","Results Acceptable - No Data Report form, list of labs or signed checklists received as required. Only graded test results received.","NPDES Misc. Site Docs","7045747428092139791","n/a","Site","15637","Site","https://mienviro.michigan.gov/ncore/downloadpdf/7045747428092139791","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2025-03-20__7045747428092139791__DMRQA Study 44-Cadillac WWTP.pdf.pdf","Downloaded",""
"2017-04-03","0P1-03 Process Flow.pdf v1","0P1-03 Process Flow.pdf","Applicant Attachments","8306099835625514154","WRD - NPDES","Application/Request","2Q7-HQ21-P66B","Permit Change - National Pollutant Discharge Elimination System (NPDES) Municipal Application Form (Reissuance)","https://mienviro.michigan.gov/ncore/downloadpdf/8306099835625514154","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2017-04-03__8306099835625514154__0P1-03 Process Flow.pdf v1.pdf","Downloaded",""
"2014-03-31","Cadillac PMP.pdf","","Conversion - Permit","8183547368058181207","WRD - NPDES","Application/Request","ce_soc_detail-47836","Schedule - Pollutant Minimization Program (PMP) Annual Report","https://mienviro.michigan.gov/ncore/downloadpdf/8183547368058181207","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2014-03-31__8183547368058181207__Cadillac PMP.pdf.pdf","Downloaded",""
"2019-11-07","EM-Reviewing biosolids annual report and documents.msg","EGLE to WWTP Oper.","NPDES Submittal Docs","8332496224645746748","WRD - NPDES","Application/Request","HNT-5SPH-XVKKZ","Schedule - Biosolids Annual Report","https://mienviro.michigan.gov/ncore/downloadpdf/8332496224645746748","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2019-11-07__8332496224645746748__EM-Reviewing biosolids annual report and documents.msg.pdf","Downloaded",""
"2017-10-13","HN8-AEB3-S8NKF V1.pdf v1","FY17 Biosolids Annual Report.","Misc. Application and Request Docs","8416368693200764668","WRD - NPDES","Application/Request","HN8-AEB3-S8NKF","Schedule - Biosolids Annual Report","https://mienviro.michigan.gov/ncore/downloadpdf/8416368693200764668","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2017-10-13__8416368693200764668__HN8-AEB3-S8NKF V1.pdf v1.pdf","Downloaded",""
